timestamp,pci,cell_type,nof_ue,dl_brate,ul_brate,dl_nof_ok,dl_nof_nok,ul_nof_ok,ul_nof_nok,dl_mcs,ul_mcs,dl_prb,ul_prb,pusch_snr_db,pucch_snr_db,anomaly_label
2026-06-13T09:28:00,PCI_3,TDD,3,436970091.0,34579030.0,674,17,722,6,18.7,11.2,24.1,24.7,19.86,21.43,Normal
2026-06-13T09:29:00,PCI_3,TDD,4,418310773.0,29583141.0,762,19,626,8,21.6,12.7,23.6,24.1,20.96,21.63,Normal
2026-06-13T09:30:00,PCI_3,TDD,3,113144539.0,13025432.0,724,184,653,120,6.4,9.4,96.7,88.4,23.08,17.93,CONGESTION
2026-06-13T09:31:00,PCI_3,TDD,3,116954220.0,11581279.0,770,191,699,137,8.6,5.8,95.5,89.4,25.22,25.1,CONGESTION
2026-06-13T09:32:00,PCI_3,TDD,2,118737948.0,12458795.0,768,173,678,104,9.4,10.4,96.5,88.3,21.65,23.34,CONGESTION
2026-06-13T09:33:00,PCI_3,TDD,3,111055927.0,8912629.0,758,196,621,139,9.8,7.7,99.6,90.8,20.57,17.37,CONGESTION
2026-06-13T09:34:00,PCI_3,TDD,3,98490255.0,9261001.0,741,175,749,114,8.6,10.2,94.6,88.2,17.5,18.35,CONGESTION
2026-06-13T09:35:00,PCI_3,TDD,3,149358344.0,9349377.0,723,134,682,107,8.8,10.3,95.5,88.0,21.58,17.57,CONGESTION
2026-06-13T09:36:00,PCI_3,TDD,2,129038127.0,9633041.0,809,142,649,131,11.4,6.0,92.6,92.0,22.32,21.56,CONGESTION
2026-06-13T09:37:00,PCI_3,TDD,3,210351909.0,12731338.0,755,186,697,103,10.5,9.3,97.9,91.3,20.16,21.71,CONGESTION
2026-06-13T09:38:00,PCI_3,TDD,3,168454091.0,7162622.0,861,184,753,130,10.8,8.0,95.9,93.6,22.79,20.12,CONGESTION
2026-06-13T09:39:00,PCI_3,TDD,3,129901584.0,11440910.0,742,177,722,111,11.6,10.2,96.5,90.8,24.05,20.08,CONGESTION
2026-06-13T09:40:00,PCI_3,TDD,2,125274007.0,12966274.0,754,180,684,130,4.8,4.3,96.5,87.7,19.72,19.04,CONGESTION
2026-06-13T09:41:00,PCI_3,TDD,3,215583892.0,6743775.0,805,243,662,142,9.3,8.7,98.6,89.8,25.67,19.33,CONGESTION
2026-06-13T09:42:00,PCI_3,TDD,2,129969150.0,12225479.0,764,171,710,121,10.7,5.3,96.1,88.6,23.33,18.04,CONGESTION
2026-06-13T09:43:00,PCI_3,TDD,3,192797683.0,12012171.0,827,129,636,104,11.5,7.1,94.4,90.6,22.45,21.9,CONGESTION
2026-06-13T09:44:00,PCI_3,TDD,2,114153521.0,13179901.0,795,158,756,118,6.4,8.1,99.1,89.5,22.21,19.71,CONGESTION
2026-06-13T09:45:00,PCI_3,TDD,3,160877018.0,10594250.0,846,180,774,136,8.5,8.2,95.7,90.8,22.24,18.86,CONGESTION
2026-06-13T09:46:00,PCI_3,TDD,3,185522381.0,10433058.0,828,189,715,137,4.0,4.6,91.6,90.8,24.4,20.58,CONGESTION
2026-06-13T09:47:00,PCI_3,TDD,2,118135958.0,11134615.0,777,184,721,139,8.4,7.8,97.4,90.1,21.93,17.27,CONGESTION
2026-06-13T09:48:00,PCI_3,TDD,2,155225696.0,15123389.0,783,209,741,156,8.0,9.7,96.9,89.4,23.26,17.19,CONGESTION
2026-06-13T09:49:00,PCI_3,TDD,3,161026433.0,13264735.0,845,169,731,105,6.5,10.9,97.1,90.8,22.01,20.68,CONGESTION
2026-06-13T09:50:00,PCI_3,TDD,2,111957740.0,12615434.0,795,189,753,122,9.4,7.0,97.6,92.4,21.27,15.64,CONGESTION
2026-06-13T09:51:00,PCI_3,TDD,3,203115593.0,13391240.0,852,152,692,152,9.2,12.0,94.1,89.6,20.92,21.09,CONGESTION
2026-06-13T09:52:00,PCI_3,TDD,3,128175484.0,13637302.0,836,184,791,149,5.8,6.2,94.3,89.5,22.91,22.89,CONGESTION
2026-06-13T09:53:00,PCI_3,TDD,4,143518839.0,14285202.0,829,211,752,137,7.7,10.5,97.2,90.4,23.31,19.45,CONGESTION
2026-06-13T09:54:00,PCI_3,TDD,3,206918139.0,13763429.0,850,172,758,135,9.2,10.3,95.6,90.2,23.68,22.97,CONGESTION
2026-06-13T09:55:00,PCI_3,TDD,2,189988525.0,9762645.0,784,178,732,130,9.1,8.1,95.8,92.6,20.21,19.47,CONGESTION
2026-06-13T09:56:00,PCI_3,TDD,4,113920977.0,8590630.0,796,151,769,112,11.9,4.0,96.2,90.0,23.93,20.55,CONGESTION
2026-06-13T09:57:00,PCI_3,TDD,3,168973672.0,11088023.0,777,153,841,142,9.7,8.8,94.9,90.3,21.77,18.0,CONGESTION
2026-06-13T09:58:00,PCI_3,TDD,2,174664904.0,10400052.0,759,170,760,136,6.9,5.4,94.6,93.0,23.5,23.87,CONGESTION
2026-06-13T09:59:00,PCI_3,TDD,3,111258715.0,11665151.0,795,188,838,141,8.9,10.6,94.2,92.6,16.7,17.24,CONGESTION
2026-06-13T10:00:00,PCI_3,TDD,2,149289778.0,11474260.0,804,169,772,145,7.0,11.4,98.3,92.6,20.41,20.05,CONGESTION
2026-06-13T10:01:00,PCI_3,TDD,3,114130860.0,7847156.0,826,179,790,128,10.6,7.1,97.5,90.2,23.55,19.92,CONGESTION
2026-06-13T10:02:00,PCI_3,TDD,2,125415035.0,14797041.0,866,185,811,110,10.6,8.1,92.7,86.0,25.24,20.73,CONGESTION
2026-06-13T10:03:00,PCI_3,TDD,3,237799635.0,12826786.0,847,130,739,115,10.5,7.5,92.2,91.2,19.69,18.07,CONGESTION
2026-06-13T10:04:00,PCI_3,TDD,3,80743505.0,12654064.0,782,185,730,106,9.5,9.9,96.0,86.9,19.03,22.38,CONGESTION
2026-06-13T10:05:00,PCI_3,TDD,3,165418258.0,7295783.0,789,165,769,143,13.6,8.7,95.2,87.9,21.57,18.4,CONGESTION
2026-06-13T10:06:00,PCI_3,TDD,3,190525878.0,12118706.0,780,204,837,144,6.7,10.7,95.4,90.8,21.24,21.83,CONGESTION
2026-06-13T10:07:00,PCI_3,TDD,2,163598964.0,12218363.0,767,161,777,119,6.8,8.7,96.1,92.5,16.27,19.37,CONGESTION
2026-06-13T10:08:00,PCI_3,TDD,4,122120204.0,13590437.0,755,171,788,163,9.0,9.0,96.4,91.3,21.59,19.02,CONGESTION
2026-06-13T10:09:00,PCI_3,TDD,2,201378867.0,14231187.0,808,161,805,116,10.5,7.5,97.4,91.3,24.8,20.36,CONGESTION
2026-06-13T10:10:00,PCI_3,TDD,2,206120076.0,12165218.0,831,177,717,124,8.3,9.0,95.5,88.8,21.71,20.58,CONGESTION
2026-06-13T10:11:00,PCI_3,TDD,4,152914147.0,14108329.0,859,134,783,127,11.3,8.0,93.3,90.2,22.08,17.43,CONGESTION
2026-06-13T10:12:00,PCI_3,TDD,3,163369543.0,9099755.0,837,172,789,113,7.8,5.9,95.1,90.0,23.76,17.25,CONGESTION
2026-06-13T10:13:00,PCI_3,TDD,3,118834439.0,11376847.0,799,184,747,119,5.0,4.6,96.8,91.8,21.91,24.0,CONGESTION
2026-06-13T10:14:00,PCI_3,TDD,4,145443563.0,9734503.0,796,194,764,104,13.0,6.1,97.5,87.7,17.73,21.23,CONGESTION
2026-06-13T10:15:00,PCI_3,TDD,2,145152868.0,14708023.0,903,195,771,142,7.7,6.5,95.5,87.2,22.79,16.87,CONGESTION
2026-06-13T10:16:00,PCI_3,TDD,3,174789602.0,12135325.0,822,135,739,135,9.1,10.1,93.8,87.5,22.05,19.56,CONGESTION
2026-06-13T10:17:00,PCI_3,TDD,4,173800103.0,16567785.0,830,158,713,129,9.5,11.2,96.7,90.6,19.18,19.65,CONGESTION
2026-06-13T10:18:00,PCI_3,TDD,4,232241433.0,9897788.0,851,191,800,130,9.6,6.5,100.0,86.4,21.91,20.16,CONGESTION
2026-06-13T10:19:00,PCI_3,TDD,3,229782285.0,14383625.0,924,190,845,93,8.6,5.1,97.5,90.0,21.97,20.57,CONGESTION
2026-06-13T10:20:00,PCI_3,TDD,3,151736391.0,15531389.0,863,177,775,156,13.8,5.8,97.1,90.3,21.53,16.87,CONGESTION
2026-06-13T10:21:00,PCI_3,TDD,4,160119625.0,15100864.0,871,204,756,120,6.9,6.9,95.6,87.0,18.77,21.98,CONGESTION
2026-06-13T10:22:00,PCI_3,TDD,3,128740679.0,10293665.0,865,184,764,158,9.3,4.0,94.3,89.0,21.07,24.75,CONGESTION
2026-06-13T10:23:00,PCI_3,TDD,3,141271658.0,11715717.0,865,181,695,115,12.8,10.3,93.9,88.7,20.94,21.21,CONGESTION
2026-06-13T10:24:00,PCI_3,TDD,3,133032155.0,11359426.0,870,168,779,134,10.3,6.5,96.8,87.4,20.36,20.22,CONGESTION
2026-06-13T10:25:00,PCI_3,TDD,3,198451980.0,12540116.0,845,196,766,116,8.7,5.6,94.4,87.9,22.14,17.65,CONGESTION
2026-06-13T10:26:00,PCI_3,TDD,4,152153964.0,15482334.0,813,186,835,145,11.2,4.8,97.0,92.4,23.62,20.19,CONGESTION
2026-06-13T10:27:00,PCI_3,TDD,2,155272712.0,14900935.0,864,199,778,100,9.0,8.1,93.1,91.0,22.88,19.39,CONGESTION
2026-06-13T10:28:00,PCI_3,TDD,2,199816582.0,11698894.0,889,194,819,130,7.2,7.5,97.3,93.1,24.44,21.29,CONGESTION
2026-06-13T10:29:00,PCI_3,TDD,2,146672074.0,15493090.0,886,184,783,125,10.3,6.7,94.3,89.2,19.01,17.38,CONGESTION
2026-06-13T10:30:00,PCI_3,TDD,3,631634571.0,36273663.0,874,18,810,3,19.3,13.8,42.4,36.0,22.58,20.31,Normal
2026-06-13T10:31:00,PCI_3,TDD,3,647639125.0,37929431.0,895,17,773,6,15.6,13.9,26.2,34.6,25.62,22.85,Normal
2026-06-13T10:32:00,PCI_3,TDD,2,651838908.0,46942186.0,862,13,716,9,15.9,16.4,27.6,33.7,24.05,18.43,Normal
2026-06-13T10:33:00,PCI_3,TDD,2,436473120.0,38546256.0,857,5,815,7,15.8,14.9,40.8,34.0,21.74,21.24,Normal
2026-06-13T10:34:00,PCI_3,TDD,2,601277654.0,40659938.0,863,15,767,10,19.1,10.2,41.4,15.8,20.77,22.05,Normal
2026-06-13T10:35:00,PCI_3,TDD,3,489535954.0,34497975.0,939,3,844,8,15.6,14.8,30.4,35.4,23.46,16.56,Normal
2026-06-13T10:36:00,PCI_3,TDD,3,535385891.0,46475871.0,821,21,798,4,16.6,14.4,29.2,31.6,19.54,15.64,Normal
2026-06-13T10:37:00,PCI_3,TDD,3,465510373.0,36287502.0,844,8,881,9,18.5,12.4,32.3,32.2,19.95,21.82,Normal
2026-06-13T10:38:00,PCI_3,TDD,2,579821714.0,37156353.0,899,10,790,7,16.5,17.0,36.8,30.7,21.14,21.59,Normal
2026-06-13T10:39:00,PCI_3,TDD,3,578846235.0,40646686.0,976,6,833,1,18.4,19.2,38.1,32.1,20.88,20.06,Normal
2026-06-13T10:40:00,PCI_3,TDD,3,543424371.0,38708796.0,902,9,770,3,18.8,17.1,36.9,36.1,22.18,20.78,Normal
2026-06-13T10:41:00,PCI_3,TDD,3,596005889.0,37537317.0,1003,11,777,10,18.5,13.2,41.3,30.8,19.78,22.38,Normal
2026-06-13T10:42:00,PCI_3,TDD,3,508504166.0,49108902.0,926,13,868,9,17.9,14.7,38.7,33.7,22.03,18.42,Normal
2026-06-13T10:43:00,PCI_3,TDD,3,598557945.0,33585485.0,820,16,700,9,17.0,18.6,33.3,34.6,21.21,20.23,Normal
2026-06-13T10:44:00,PCI_3,TDD,3,569523794.0,45263806.0,845,14,842,11,21.8,14.5,28.9,26.4,23.32,21.0,Normal
2026-06-13T10:45:00,PCI_3,TDD,3,520390862.0,44141846.0,834,19,920,10,19.2,15.0,26.8,28.3,19.81,17.11,Normal
2026-06-13T12:45:00,PCI_8,TDD,3,495921671.0,33595570.0,688,9,672,6,19.1,15.6,26.5,17.6,18.04,19.48,Normal
2026-06-13T12:46:00,PCI_8,TDD,2,376652818.0,31368464.0,703,0,594,8,18.8,13.7,28.8,29.6,23.55,19.81,Normal
2026-06-13T12:47:00,PCI_8,TDD,2,423551854.0,33722612.0,707,13,632,10,18.2,17.6,32.3,20.4,18.38,23.09,Normal
2026-06-13T12:48:00,PCI_8,TDD,2,339791080.0,27656071.0,732,9,604,12,15.9,14.4,28.8,26.2,22.99,21.82,Normal
2026-06-13T12:49:00,PCI_8,TDD,2,502691043.0,29769770.0,693,10,629,9,19.1,16.1,23.6,24.5,21.94,20.39,Normal
2026-06-13T12:50:00,PCI_8,TDD,3,424299089.0,33016915.0,740,10,711,5,18.6,14.4,25.7,25.3,23.69,20.64,Normal
2026-06-13T12:51:00,PCI_8,TDD,3,454039707.0,29083298.0,818,12,586,4,16.1,17.9,25.5,24.5,21.87,21.46,Normal
2026-06-13T12:52:00,PCI_8,TDD,2,378059683.0,31703327.0,709,11,579,9,16.5,15.0,22.5,30.3,23.27,21.21,Normal
2026-06-13T12:53:00,PCI_8,TDD,3,667227426.0,21872452.0,639,7,574,2,17.4,13.6,28.7,23.9,22.96,21.02,Normal
2026-06-13T12:54:00,PCI_8,TDD,2,425810004.0,40860095.0,684,0,564,0,18.0,15.8,24.6,33.6,23.1,21.45,Normal
2026-06-13T12:55:00,PCI_8,TDD,2,376402751.0,30273269.0,677,0,594,6,17.6,14.4,24.0,22.5,22.18,21.21,Normal
2026-06-13T12:56:00,PCI_8,TDD,3,426771672.0,27642402.0,686,13,581,9,20.0,18.6,35.5,18.9,22.03,20.02,Normal
2026-06-13T12:57:00,PCI_8,TDD,2,397648547.0,22328408.0,665,6,598,3,15.8,16.5,27.2,26.0,26.37,20.55,Normal
2026-06-13T12:58:00,PCI_8,TDD,2,363008251.0,23153819.0,736,5,550,6,17.8,14.2,24.8,29.2,20.39,17.21,Normal
2026-06-13T12:59:00,PCI_8,TDD,3,478216466.0,26317020.0,574,6,586,11,15.9,15.8,29.5,11.0,24.07,17.64,Normal
2026-06-13T13:00:00,PCI_8,TDD,2,457251236.0,34672932.0,677,0,553,7,16.4,17.0,29.9,25.8,21.32,20.62,DRIFT(0%)
2026-06-13T13:01:00,PCI_8,TDD,2,499699493.0,29713865.0,493,3,657,4,21.2,18.5,25.9,28.1,22.31,20.85,DRIFT(2%)
2026-06-13T13:02:00,PCI_8,TDD,3,309321005.0,31141524.0,699,15,561,11,17.0,21.1,21.9,19.9,20.2,15.46,DRIFT(3%)
2026-06-13T13:03:00,PCI_8,TDD,2,383213083.0,38412978.0,639,16,585,9,17.1,18.7,25.8,24.8,21.91,22.75,DRIFT(5%)
2026-06-13T13:04:00,PCI_8,TDD,2,503611471.0,34264377.0,635,0,591,0,17.5,16.3,30.4,17.7,21.02,18.46,DRIFT(7%)
2026-06-13T13:05:00,PCI_8,TDD,3,466043218.0,33636837.0,673,16,560,0,18.1,17.6,20.4,21.2,21.96,19.98,DRIFT(8%)
2026-06-13T13:06:00,PCI_8,TDD,2,413946397.0,22288863.0,517,10,577,11,16.4,19.1,20.1,20.2,22.82,20.48,DRIFT(10%)
2026-06-13T13:07:00,PCI_8,TDD,2,448975263.0,22536144.0,611,8,624,4,16.1,17.0,21.4,22.0,21.55,16.3,DRIFT(12%)
2026-06-13T13:08:00,PCI_8,TDD,2,344621684.0,19819317.0,652,14,555,0,17.5,12.7,26.3,17.2,19.86,17.43,DRIFT(13%)
2026-06-13T13:09:00,PCI_8,TDD,2,448484836.0,29092366.0,580,4,487,7,18.5,11.3,21.9,17.0,17.74,19.86,DRIFT(15%)
2026-06-13T13:10:00,PCI_8,TDD,2,331748064.0,30590088.0,494,0,538,12,17.9,16.2,30.1,31.9,22.4,15.72,DRIFT(17%)
2026-06-13T13:11:00,PCI_8,TDD,1,375531920.0,26117503.0,559,4,557,10,15.5,16.1,27.1,16.4,23.34,17.24,DRIFT(18%)
2026-06-13T13:12:00,PCI_8,TDD,2,417148722.0,24476139.0,583,11,509,4,14.2,18.0,21.1,11.9,17.23,17.37,DRIFT(20%)
2026-06-13T13:13:00,PCI_8,TDD,2,305227573.0,24769315.0,665,12,540,4,15.4,16.7,26.9,16.4,19.28,18.54,DRIFT(22%)
2026-06-13T13:14:00,PCI_8,TDD,3,292687250.0,27878652.0,593,8,531,6,19.0,18.8,23.8,24.9,17.59,18.84,DRIFT(23%)
2026-06-13T13:15:00,PCI_8,TDD,2,202441598.0,23870013.0,652,11,542,9,18.1,18.4,28.3,28.3,18.04,16.1,DRIFT(25%)
2026-06-13T13:16:00,PCI_8,TDD,2,389799055.0,27047348.0,557,8,586,8,14.8,15.6,32.4,19.5,19.29,16.69,DRIFT(27%)
2026-06-13T13:17:00,PCI_8,TDD,2,298029166.0,31987560.0,610,9,530,5,16.3,14.3,15.2,23.5,18.64,16.12,DRIFT(28%)
2026-06-13T13:18:00,PCI_8,TDD,2,295937081.0,24503822.0,680,0,541,0,17.2,15.1,12.7,22.2,19.06,18.55,DRIFT(30%)
2026-06-13T13:19:00,PCI_8,TDD,2,323437090.0,32520449.0,659,14,479,6,15.4,12.4,25.4,31.5,17.84,16.09,DRIFT(32%)
2026-06-13T13:20:00,PCI_8,TDD,1,255738072.0,32026976.0,639,3,552,5,17.9,16.9,27.8,20.4,18.27,14.75,DRIFT(33%)
2026-06-13T13:21:00,PCI_8,TDD,2,352178707.0,17469725.0,525,14,521,0,14.2,14.9,29.7,19.4,15.75,14.31,DRIFT(35%)
2026-06-13T13:22:00,PCI_8,TDD,2,223583994.0,16985110.0,603,5,490,0,14.7,16.0,27.2,15.8,15.84,17.91,DRIFT(37%)
2026-06-13T13:23:00,PCI_8,TDD,1,288405170.0,31904723.0,631,4,501,5,13.3,15.9,22.4,25.3,16.31,16.4,DRIFT(38%)
2026-06-13T13:24:00,PCI_8,TDD,2,286806194.0,20105889.0,506,15,492,12,13.1,16.6,34.1,14.1,15.16,15.17,DRIFT(40%)
2026-06-13T13:25:00,PCI_8,TDD,2,231402619.0,23866180.0,572,3,467,4,16.0,15.2,22.6,17.3,15.18,16.04,DRIFT(42%)
2026-06-13T13:26:00,PCI_8,TDD,1,308524750.0,23380278.0,564,16,511,0,13.3,18.5,20.7,24.1,16.15,12.17,DRIFT(43%)
2026-06-13T13:27:00,PCI_8,TDD,2,167523778.0,17992861.0,490,7,473,11,15.3,17.0,22.4,20.9,14.03,15.85,DRIFT(45%)
2026-06-13T13:28:00,PCI_8,TDD,2,260026644.0,26203390.0,394,9,479,5,11.7,15.9,15.8,18.1,15.71,15.96,DRIFT(47%)
2026-06-13T13:29:00,PCI_8,TDD,2,335468413.0,15339806.0,542,5,465,1,12.6,19.7,15.0,12.8,14.54,14.16,DRIFT(48%)
2026-06-13T13:30:00,PCI_8,TDD,1,246293469.0,36114647.0,599,3,502,1,12.4,18.0,27.0,23.8,16.12,14.59,DRIFT(50%)
2026-06-13T13:31:00,PCI_8,TDD,1,259878919.0,29028598.0,465,11,485,8,15.5,14.6,12.9,15.7,13.73,11.07,DRIFT(52%)
2026-06-13T13:32:00,PCI_8,TDD,2,289302859.0,28281870.0,549,6,462,3,14.3,17.1,18.5,20.6,13.54,14.35,DRIFT(53%)
2026-06-13T13:33:00,PCI_8,TDD,2,248221459.0,23306531.0,513,4,447,11,11.5,14.4,18.1,23.6,13.91,14.26,DRIFT(55%)
2026-06-13T13:34:00,PCI_8,TDD,1,288175098.0,27432787.0,463,3,465,12,11.5,16.6,13.6,14.8,13.27,13.21,DRIFT(57%)
2026-06-13T13:35:00,PCI_8,TDD,1,272711626.0,26634252.0,550,0,469,7,13.6,16.0,19.7,27.0,17.57,11.63,DRIFT(58%)
2026-06-13T13:36:00,PCI_8,TDD,2,177880597.0,25144352.0,498,10,462,9,11.1,15.7,25.6,20.5,12.03,11.95,DRIFT(60%)
2026-06-13T13:37:00,PCI_8,TDD,2,271262489.0,21710127.0,571,14,459,1,16.4,15.9,20.6,15.8,14.32,11.42,DRIFT(62%)
2026-06-13T13:38:00,PCI_8,TDD,1,156461485.0,24843896.0,571,7,468,0,12.3,13.9,10.3,17.9,12.33,11.15,DRIFT(63%)
2026-06-13T13:39:00,PCI_8,TDD,2,256061562.0,25862218.0,548,7,454,6,9.7,15.2,18.0,13.1,11.91,11.21,DRIFT(65%)
2026-06-13T13:40:00,PCI_8,TDD,2,211851637.0,17593084.0,527,4,381,8,14.2,15.2,19.7,22.8,13.48,11.27,DRIFT(67%)
2026-06-13T13:41:00,PCI_8,TDD,1,98665710.0,23500396.0,579,15,507,0,11.6,14.6,20.4,10.5,13.78,13.0,DRIFT(68%)
2026-06-13T13:42:00,PCI_8,TDD,1,184145560.0,17789193.0,521,13,472,1,10.6,12.5,26.2,14.7,14.1,11.64,DRIFT(70%)
2026-06-13T13:43:00,PCI_8,TDD,1,204119115.0,29325948.0,495,10,473,0,13.8,15.4,6.4,5.9,12.14,11.68,DRIFT(72%)
2026-06-13T13:44:00,PCI_8,TDD,1,187898341.0,22653572.0,432,7,358,10,11.1,20.1,18.6,21.6,10.86,11.38,DRIFT(73%)
