"No.","Time","Source","Destination","Protocol","Length","Info"
"59","22.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"60","22.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"61","22.060000","10.0.0.2","10.1.0.12","UDP","49","38412  >  38412 Len=7"
"62","22.110000","10.1.0.12","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"63","22.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"64","22.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"65","24.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"66","24.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"67","24.060000","10.0.0.2","10.1.0.13","UDP","49","38412  >  38412 Len=7"
"68","24.110000","10.1.0.13","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"69","24.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"70","24.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"71","26.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"72","26.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"73","26.060000","10.0.0.2","10.1.0.14","UDP","49","38412  >  38412 Len=7"
"74","26.110000","10.1.0.14","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"75","26.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"76","26.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"77","28.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"78","28.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"79","28.060000","10.0.0.2","10.1.0.15","UDP","49","38412  >  38412 Len=7"
"80","28.110000","10.1.0.15","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"81","28.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"82","28.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"83","30.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"84","30.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"85","30.060000","10.0.0.2","10.1.0.16","UDP","49","38412  >  38412 Len=7"
"86","30.110000","10.1.0.16","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"87","30.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"88","30.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"89","32.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"90","32.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"91","32.060000","10.0.0.2","10.1.0.17","UDP","49","38412  >  38412 Len=7"
"92","32.110000","10.1.0.17","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"93","32.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"94","32.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"95","34.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"96","34.030000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"97","34.060000","10.0.0.2","10.1.0.18","UDP","49","38412  >  38412 Len=7"
"98","34.110000","10.1.0.18","10.0.0.4","UDP","49","38412  >  38412 Len=7"
"99","34.140000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"100","34.160000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"101","36.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"102","36.030000","10.0.0.1","10.0.0.2","UDP","50","38412  >  38412 Len=8"
"103","36.080000","10.1.0.19","10.0.0.2","UDP","50","38412  >  38412 Len=8"
"104","36.130000","10.0.0.2","10.1.0.19","UDP","49","38412  >  38412 Len=7"
"105","38.000000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"106","38.030000","10.0.0.1","10.0.0.2","UDP","50","38412  >  38412 Len=8"
"107","38.080000","10.1.0.20","10.0.0.2","UDP","50","38412  >  38412 Len=8"
"108","38.130000","10.0.0.2","10.1.0.20","UDP","49","38412  >  38412 Len=7"
