"No.","Time","Source","Destination","Protocol","Length","Info"
"56","6.330000","10.0.0.1","10.1.0.3","UDP","49","38412  >  38412 Len=7"
"57","6.379999","10.1.0.3","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"58","6.429999","10.0.0.1","10.1.0.3","UDP","49","38412  >  38412 Len=7"
"59","6.479999","10.1.0.3","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"60","6.529999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"61","6.579999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"62","6.629999","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"63","6.679999","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"64","6.729999","10.0.0.10","10.0.0.12","UDP","49","38412  >  38412 Len=7"
"65","6.779999","10.0.0.12","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"66","6.829999","10.0.0.1","10.1.0.3","UDP","49","38412  >  38412 Len=7"
"67","6.879999","10.1.0.3","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"68","6.929999","10.0.0.1","10.1.0.3","UDP","49","38412  >  38412 Len=7"
"69","6.979999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"70","7.029999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"71","7.079999","10.0.0.2","10.1.0.3","UDP","49","38412  >  38412 Len=7"
"72","7.129999","10.1.0.3","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"73","9.000000","10.1.0.4","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"74","9.050000","10.0.0.2","10.1.0.4","UDP","49","38412  >  38412 Len=7"
"75","9.100000","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"76","9.130000","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"77","9.180000","10.1.0.4","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"78","9.230000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"79","9.280000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"80","9.330000","10.0.0.1","10.1.0.4","UDP","49","38412  >  38412 Len=7"
"81","9.379999","10.1.0.4","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"82","9.429999","10.0.0.1","10.1.0.4","UDP","49","38412  >  38412 Len=7"
"83","9.479999","10.1.0.4","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"84","9.529999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"85","9.579999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"86","9.629999","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"87","9.679999","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"88","9.729999","10.0.0.10","10.0.0.12","UDP","49","38412  >  38412 Len=7"
"89","9.779999","10.0.0.12","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"90","9.829999","10.0.0.1","10.1.0.4","UDP","49","38412  >  38412 Len=7"
"91","9.879999","10.1.0.4","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"92","9.929999","10.0.0.1","10.1.0.4","UDP","49","38412  >  38412 Len=7"
"93","9.979999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"94","10.029999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"95","10.079999","10.0.0.2","10.1.0.4","UDP","49","38412  >  38412 Len=7"
"96","10.129999","10.1.0.4","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"97","12.000000","10.1.0.5","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"98","12.050000","10.0.0.2","10.1.0.5","UDP","49","38412  >  38412 Len=7"
"99","12.100000","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"100","12.130000","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"101","12.180000","10.1.0.5","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"102","12.230000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"103","12.280000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"104","12.330000","10.0.0.1","10.1.0.5","UDP","49","38412  >  38412 Len=7"
"105","12.379999","10.1.0.5","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"106","12.429999","10.0.0.1","10.1.0.5","UDP","49","38412  >  38412 Len=7"
"107","12.479999","10.1.0.5","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"108","12.529999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"109","12.579999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"110","12.629999","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"111","12.679999","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"112","12.729999","10.0.0.10","10.0.0.12","UDP","49","38412  >  38412 Len=7"
"113","12.779999","10.0.0.12","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"114","12.829999","10.0.0.1","10.1.0.5","UDP","49","38412  >  38412 Len=7"
"115","12.879999","10.1.0.5","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"116","12.929999","10.0.0.1","10.1.0.5","UDP","49","38412  >  38412 Len=7"
"117","12.979999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"118","13.029999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"119","13.079999","10.0.0.2","10.1.0.5","UDP","49","38412  >  38412 Len=7"
"120","13.129999","10.1.0.5","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"121","15.000000","10.1.0.6","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"122","15.050000","10.0.0.2","10.1.0.6","UDP","49","38412  >  38412 Len=7"
"123","15.100000","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"124","15.130000","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"125","15.180000","10.1.0.6","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"126","15.230000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"127","15.280000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"128","15.330000","10.0.0.1","10.1.0.6","UDP","49","38412  >  38412 Len=7"
"129","15.379999","10.1.0.6","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"130","15.429999","10.0.0.1","10.1.0.6","UDP","49","38412  >  38412 Len=7"
"131","15.479999","10.1.0.6","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"132","15.529999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"133","15.579999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"134","15.629999","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"135","15.679999","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"136","15.729999","10.0.0.10","10.0.0.12","UDP","49","38412  >  38412 Len=7"
"137","15.779999","10.0.0.12","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"138","15.829999","10.0.0.1","10.1.0.6","UDP","49","38412  >  38412 Len=7"
"139","15.879999","10.1.0.6","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"140","15.929999","10.0.0.1","10.1.0.6","UDP","49","38412  >  38412 Len=7"
"141","15.979999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"142","16.029999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"143","16.079999","10.0.0.2","10.1.0.6","UDP","49","38412  >  38412 Len=7"
"144","16.129999","10.1.0.6","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"145","18.000000","10.1.0.7","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"146","18.050000","10.0.0.2","10.1.0.7","UDP","49","38412  >  38412 Len=7"
"147","18.100000","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"148","18.130000","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"149","18.180000","10.1.0.7","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"150","18.230000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"151","18.280000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"152","18.330000","10.0.0.1","10.1.0.7","UDP","49","38412  >  38412 Len=7"
"153","18.379999","10.1.0.7","10.0.0.1","UDP","50","38412  >  38412 Len=8"
"154","18.429999","10.0.0.1","10.1.0.7","UDP","50","38412  >  38412 Len=8"
"155","21.000000","10.1.0.8","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"156","21.050000","10.0.0.2","10.1.0.8","UDP","50","38412  >  38412 Len=8"
"157","24.000000","10.1.0.9","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"158","24.050000","10.0.0.2","10.1.0.9","UDP","49","38412  >  38412 Len=7"
"159","24.100000","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"160","24.130000","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"161","24.180000","10.1.0.9","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"162","24.230000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"163","24.280000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"164","24.330000","10.0.0.1","10.1.0.9","UDP","49","38412  >  38412 Len=7"
"165","24.379999","10.1.0.9","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"166","24.429999","10.0.0.1","10.1.0.9","UDP","49","38412  >  38412 Len=7"
"167","24.479999","10.1.0.9","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"168","24.529999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"169","24.579999","10.0.0.2","10.0.0.1","UDP","50","38412  >  38412 Len=8"
"170","24.609999","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"171","24.639999","10.0.0.11","10.0.0.10","UDP","50","38412  >  38412 Len=8"
"172","24.669999","10.0.0.10","10.0.0.12","UDP","49","38412  >  38412 Len=7"
"173","24.699999","10.0.0.12","10.0.0.10","UDP","50","38412  >  38412 Len=8"
"174","27.000000","10.1.0.10","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"175","27.050000","10.0.0.2","10.1.0.10","UDP","49","38412  >  38412 Len=7"
"176","27.100000","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"177","27.130000","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"178","27.180000","10.1.0.10","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"179","27.230000","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"180","27.280000","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"181","27.330000","10.0.0.1","10.1.0.10","UDP","49","38412  >  38412 Len=7"
"182","27.379999","10.1.0.10","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"183","27.429999","10.0.0.1","10.1.0.10","UDP","49","38412  >  38412 Len=7"
"184","27.479999","10.1.0.10","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"185","27.529999","10.0.0.1","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"186","27.579999","10.0.0.2","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"187","27.629999","10.0.0.10","10.0.0.11","UDP","49","38412  >  38412 Len=7"
"188","27.679999","10.0.0.11","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"189","27.729999","10.0.0.10","10.0.0.12","UDP","49","38412  >  38412 Len=7"
"190","27.779999","10.0.0.12","10.0.0.10","UDP","49","38412  >  38412 Len=7"
"191","27.829999","10.0.0.1","10.1.0.10","UDP","49","38412  >  38412 Len=7"
"192","27.879999","10.1.0.10","10.0.0.1","UDP","49","38412  >  38412 Len=7"
"193","27.929999","10.0.0.1","10.1.0.10","UDP","50","38412  >  38412 Len=8"
"194","200.000000","10.0.0.2","10.0.0.3","UDP","49","38412  >  38412 Len=7"
"195","200.050000","10.0.0.3","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"196","200.550000","10.0.0.2","10.0.0.3","UDP","49","38412  >  38412 Len=7"
"197","200.650000","10.0.0.3","10.0.0.2","UDP","49","38412  >  38412 Len=7"
"198","201.150000","10.0.0.2","10.0.0.3","UDP","49","38412  >  38412 Len=7"
"199","201.250000","10.0.0.3","10.0.0.2","UDP","50","38412  >  38412 Len=8"
