Timestamp,Cell_ID,gNB_ID,Channel_Type,Cell_Availability_%,RRC_Connection_Attempts,RRC_Connection_Rejects,RRC_Success_Rate_%,Avg_RRC_Connected_Users,Peak_RRC_Connected_Users,Registration_Success_Rate_%,PDU_Session_Success_Rate_%,RRC_Drop_Rate_%,Handover_Attempts,Handover_Success_Rate_%,Xn_HO_Prep_Success_Rate_%,Xn_HO_Exec_Success_Rate_%,NG_HO_Prep_Success_Rate_%,NG_HO_Exec_Success_Rate_%,PRB_Utilization_DL_%,PRB_Utilization_UL_%,DL_Throughput_Mbps,UL_Throughput_Mbps,Total_Traffic_GB,RACH_Success_Rate_%,Latency_ms
2026-08-21T22:40:00,PCI_2,gNB-1,TDD,99.905,259,1,99.924,57.9,72.6,99.576,99.313,0.128,29,98.619,98.905,98.771,98.39,97.975,41.44,32.72,284.5,100.36,10.67028,99.247,7.27
2026-08-21T22:40:00,PCI_3,gNB-2,TDD,99.935,286,0,99.823,56.8,72.7,99.583,99.365,0.115,26,98.533,98.958,98.973,98.518,98.044,40.74,32.67,277.09,98.03,10.40831,99.144,7.39
2026-08-21T22:40:00,PCI_4,gNB-2,TDD,99.896,259,2,99.959,58.4,71.6,99.597,99.241,0.126,28,98.578,98.848,98.951,98.464,97.93,40.69,32.17,287.27,97.97,10.76249,99.103,7.8
2026-08-21T22:45:00,PCI_1,gNB-1,TDD,99.901,299,0,99.921,56.4,76.7,99.521,99.374,0.104,26,98.53,98.937,98.885,98.343,98.081,41.02,33.27,284.37,98.67,10.67456,99.123,7.68
2026-08-21T22:45:00,PCI_2,gNB-1,TDD,99.879,322,0,99.894,56.0,75.9,99.642,99.301,0.158,20,98.6,99.033,98.886,98.484,98.055,40.44,32.62,288.73,99.61,10.85065,99.079,7.45
2026-08-21T22:45:00,PCI_3,gNB-2,TDD,99.868,280,1,99.86,58.2,72.7,99.484,99.303,0.118,18,98.375,98.853,98.846,98.47,98.014,40.64,32.75,282.01,100.95,10.58298,99.123,7.89
2026-08-21T22:45:00,PCI_4,gNB-2,TDD,99.895,255,0,99.894,55.0,72.6,99.483,99.266,0.142,20,98.552,98.975,98.772,98.42,98.109,40.78,32.79,289.61,98.64,10.87365,99.093,7.75
2026-08-21T22:50:00,PCI_1,gNB-1,TDD,99.916,311,0,99.986,56.2,77.2,99.593,99.208,0.132,30,98.464,98.993,98.739,98.347,97.893,40.66,32.57,295.29,100.5,11.06683,99.143,7.06
2026-08-21T22:50:00,PCI_2,gNB-1,TDD,99.893,264,0,99.956,58.9,80.2,99.704,99.303,0.12,20,98.607,98.916,98.908,98.315,98.033,41.26,33.53,290.67,100.74,10.89987,99.131,7.4
2026-08-21T22:50:00,PCI_3,gNB-2,TDD,99.922,306,0,99.852,57.7,76.7,99.631,99.283,0.144,23,98.694,99.006,98.686,98.401,98.26,40.05,32.31,288.73,98.82,10.82961,99.243,7.36
2026-08-21T22:50:00,PCI_4,gNB-2,TDD,99.913,255,0,99.954,59.2,75.7,99.647,99.208,0.159,31,98.415,98.866,98.601,98.25,98.136,41.05,32.78,291.51,100.99,10.94058,99.028,7.27
2026-08-21T22:55:00,PCI_1,gNB-1,TDD,99.869,314,0,99.885,60.5,77.7,99.633,99.266,0.139,33,98.547,98.99,98.963,98.303,97.911,41.02,34.25,289.9,98.51,10.88461,99.081,7.63
2026-08-21T22:55:00,PCI_2,gNB-1,TDD,99.881,254,0,99.878,60.2,76.0,99.657,99.18,0.181,33,98.464,98.821,98.631,98.317,98.025,42.02,33.1,298.62,101.03,11.19646,99.075,7.58
2026-08-21T22:55:00,PCI_3,gNB-2,TDD,99.906,300,0,100.0,57.4,75.0,99.538,99.256,0.158,24,98.556,98.893,98.833,98.405,97.923,40.79,33.39,293.93,101.67,11.03138,99.174,7.7
2026-08-21T22:55:00,PCI_4,gNB-2,TDD,99.882,348,1,99.909,61.4,76.5,99.618,99.18,0.149,30,98.526,98.784,98.771,98.293,98.071,41.57,33.13,293.93,100.82,11.04235,98.982,7.07
2026-08-21T23:00:00,PCI_1,gNB-1,TDD,99.874,298,1,99.879,60.0,74.2,99.626,99.271,0.186,34,98.335,99.027,98.737,98.336,98.054,42.31,32.59,295.04,102.75,11.07163,99.145,7.57
2026-08-21T23:00:00,PCI_2,gNB-1,TDD,99.874,254,0,99.936,62.4,76.9,99.602,99.313,0.159,24,98.419,98.838,98.847,98.347,97.959,40.99,33.32,292.5,103.06,10.98238,98.996,7.07
2026-08-21T23:00:00,PCI_3,gNB-2,TDD,99.896,258,1,99.844,56.5,79.2,99.703,99.309,0.144,29,98.471,98.866,98.786,98.462,97.827,42.78,33.0,290.31,104.13,10.88827,99.061,6.92
2026-08-21T23:00:00,PCI_4,gNB-2,TDD,99.904,292,0,99.961,59.5,76.0,99.583,99.296,0.156,25,98.413,98.729,98.638,98.448,97.948,42.34,32.65,303.1,102.34,11.3406,99.178,7.68
2026-08-21T23:05:00,PCI_1,gNB-1,TDD,99.908,293,1,99.892,62.6,77.4,99.578,99.276,0.198,28,98.542,98.979,98.95,98.354,97.958,41.05,33.79,301.47,102.84,11.30827,99.075,7.6
2026-08-21T23:05:00,PCI_2,gNB-1,TDD,99.896,255,0,99.956,60.0,80.6,99.551,99.254,0.131,18,98.408,98.956,98.778,98.465,97.999,41.3,32.98,303.51,101.3,11.38864,98.996,6.8
2026-08-21T23:05:00,PCI_3,gNB-2,TDD,99.898,274,0,99.956,58.3,81.4,99.614,99.338,0.143,28,98.398,98.786,98.688,98.445,98.006,41.1,32.59,300.62,103.34,11.27874,99.081,7.71
2026-08-21T23:05:00,PCI_4,gNB-2,TDD,99.924,334,0,99.849,62.0,82.1,99.626,99.281,0.105,29,98.6,98.811,98.801,98.37,97.898,42.1,33.77,301.49,103.71,11.32636,99.279,7.01
2026-08-21T23:10:00,PCI_1,gNB-1,TDD,99.915,252,0,99.932,60.9,78.1,99.536,99.384,0.175,32,98.564,99.073,98.936,98.426,98.135,42.34,33.85,307.11,103.65,11.51675,99.12,7.63
2026-08-21T23:10:00,PCI_2,gNB-1,TDD,99.918,339,0,99.901,60.3,77.0,99.592,99.263,0.148,27,98.68,98.775,98.851,98.439,97.821,41.94,32.88,300.42,104.96,11.26452,99.2,7.48
2026-08-21T23:10:00,PCI_3,gNB-2,TDD,99.926,325,0,99.955,60.1,79.6,99.59,99.271,0.157,22,98.538,98.925,98.75,98.337,98.031,41.93,33.11,306.88,105.59,11.50398,99.124,7.17
2026-08-21T23:10:00,PCI_4,gNB-2,TDD,99.901,301,1,99.902,55.4,80.0,99.678,99.244,0.108,25,98.314,98.862,98.725,98.311,97.967,41.67,34.25,304.52,103.43,11.43377,99.284,7.15
2026-08-21T23:15:00,PCI_1,gNB-1,TDD,99.964,290,1,99.943,60.6,78.9,99.645,99.302,0.153,24,98.537,98.928,98.801,98.434,98.042,42.13,34.57,305.69,107.47,11.44401,99.167,7.47
2026-08-21T23:15:00,PCI_2,gNB-1,TDD,99.892,275,0,99.871,59.3,81.3,99.603,99.205,0.167,25,98.366,98.704,98.799,98.378,97.99,42.08,33.73,303.75,104.12,11.39035,99.123,7.29
2026-08-21T23:15:00,PCI_3,gNB-2,TDD,99.85,311,0,99.815,60.5,80.0,99.584,99.352,0.175,30,98.457,98.832,98.714,98.448,97.846,41.53,33.14,309.54,104.45,11.61165,99.11,7.59
2026-08-21T23:15:00,PCI_4,gNB-2,TDD,99.878,291,1,99.862,60.1,81.9,99.658,99.372,0.124,29,98.507,98.953,98.936,98.212,97.968,41.8,34.72,306.25,107.15,11.4757,99.112,7.43
2026-08-21T23:20:00,PCI_1,gNB-1,TDD,99.9,298,2,99.922,62.5,81.8,99.542,99.296,0.145,19,98.508,98.994,98.887,98.421,98.089,43.25,33.76,307.92,106.38,11.55191,99.22,7.62
2026-08-21T23:20:00,PCI_2,gNB-1,TDD,99.909,284,0,99.924,64.7,79.6,99.712,99.3,0.077,29,98.328,98.941,98.962,98.413,97.9,42.48,32.38,310.5,106.19,11.64265,99.096,7.61
2026-08-21T23:20:00,PCI_3,gNB-2,TDD,99.904,281,0,99.931,64.1,79.8,99.529,99.322,0.144,29,98.489,98.946,98.647,98.423,98.074,41.94,34.31,305.54,106.29,11.46149,99.163,7.51
2026-08-21T23:20:00,PCI_4,gNB-2,TDD,99.926,306,1,99.895,62.2,80.8,99.641,99.297,0.18,33,98.679,98.827,98.759,98.463,98.0,42.16,33.61,305.42,106.87,11.45665,99.167,7.76
2026-08-21T23:25:00,PCI_1,gNB-1,TDD,99.879,262,0,99.849,61.8,82.5,99.617,99.316,0.14,20,98.334,98.941,98.862,98.189,97.964,42.69,33.38,311.38,108.26,11.65495,99.104,7.93
2026-08-21T23:25:00,PCI_2,gNB-1,TDD,99.9,294,1,99.949,63.9,79.3,99.649,99.335,0.16,24,98.447,98.91,98.724,98.314,97.946,43.09,34.1,312.49,108.55,11.7238,99.004,7.35
2026-08-21T23:25:00,PCI_3,gNB-2,TDD,99.903,275,0,99.921,62.2,84.2,99.577,99.357,0.122,23,98.647,98.836,98.794,98.293,98.046,42.4,34.05,313.81,106.26,11.78233,99.092,8.23
2026-08-21T23:25:00,PCI_4,gNB-2,TDD,99.956,348,0,99.871,62.2,82.1,99.603,99.306,0.155,22,98.632,98.859,98.66,98.246,98.065,42.39,33.2,311.91,106.39,11.69386,99.04,7.23
2026-08-21T23:30:00,PCI_1,gNB-1,TDD,99.919,296,1,99.962,64.3,82.9,99.545,99.335,0.182,23,98.549,98.764,98.721,98.53,98.084,42.78,33.82,315.32,109.23,11.83937,99.073,7.87
2026-08-21T23:30:00,PCI_2,gNB-1,TDD,99.88,250,0,99.923,62.6,81.5,99.586,99.389,0.143,21,98.535,98.89,98.776,98.19,97.911,42.74,34.19,311.84,108.19,11.69137,99.031,7.84
2026-08-21T23:30:00,PCI_3,gNB-2,TDD,99.934,271,0,99.784,63.1,83.3,99.624,99.281,0.148,24,98.5,99.002,98.903,98.418,98.096,43.33,34.18,319.44,108.27,11.98173,99.044,7.51
2026-08-21T23:30:00,PCI_4,gNB-2,TDD,99.893,323,0,99.887,61.3,86.8,99.69,99.279,0.122,22,98.381,98.864,98.685,98.209,97.988,42.69,34.89,317.39,108.54,11.89215,99.092,6.76
2026-08-21T23:35:00,PCI_1,gNB-1,TDD,99.884,250,0,99.932,63.0,83.3,99.631,99.293,0.124,24,98.585,99.053,98.901,98.374,98.075,42.94,34.48,313.22,108.58,11.76509,99.296,7.63
2026-08-21T23:35:00,PCI_2,gNB-1,TDD,99.898,282,0,99.867,61.8,87.1,99.615,99.344,0.14,21,98.542,98.851,98.781,98.329,97.735,43.61,33.77,314.33,108.41,11.77359,98.919,7.1
2026-08-21T23:35:00,PCI_3,gNB-2,TDD,99.882,282,0,99.926,64.7,83.7,99.573,99.244,0.158,19,98.578,98.782,98.809,98.433,97.921,43.53,34.27,311.27,108.14,11.67289,99.157,7.89
2026-08-21T23:35:00,PCI_4,gNB-2,TDD,99.901,343,0,99.879,60.5,84.5,99.676,99.26,0.139,31,98.604,98.93,98.727,98.337,98.077,43.51,33.79,319.87,110.89,11.99474,99.274,8.01
2026-08-21T23:40:00,PCI_1,gNB-1,TDD,99.883,309,1,99.933,67.2,86.1,99.581,99.319,0.149,21,98.488,98.838,98.802,98.34,98.162,43.09,34.83,319.21,111.22,11.97401,99.078,7.37
2026-08-21T23:40:00,PCI_2,gNB-1,TDD,99.9,306,0,100.0,63.3,82.4,99.494,99.313,0.155,32,98.367,98.985,98.642,98.334,97.884,42.04,34.83,324.24,108.05,12.14935,99.105,7.52
2026-08-21T23:40:00,PCI_3,gNB-2,TDD,99.844,261,1,99.883,62.8,84.0,99.628,99.392,0.13,20,98.623,98.88,98.838,98.251,98.119,43.42,34.31,314.4,110.83,11.78239,99.044,6.76
2026-08-21T23:40:00,PCI_4,gNB-2,TDD,99.915,259,1,99.806,64.7,84.0,99.693,99.323,0.118,21,98.488,98.966,99.071,98.379,97.92,43.16,34.92,320.59,108.66,12.0264,99.144,7.59
2026-08-21T23:45:00,PCI_1,gNB-1,TDD,99.895,333,0,99.928,68.5,84.7,99.581,99.275,0.168,30,98.489,98.859,98.775,98.362,98.092,44.37,34.73,321.63,110.04,12.04379,99.186,7.28
2026-08-21T23:45:00,PCI_2,gNB-1,TDD,99.917,344,0,99.92,65.4,84.9,99.609,99.315,0.169,24,98.349,99.047,98.923,98.113,97.968,42.65,35.24,322.07,111.45,12.07598,98.925,7.87
2026-08-21T23:45:00,PCI_3,gNB-2,TDD,99.889,270,2,99.923,65.8,83.4,99.629,99.23,0.137,32,98.648,99.018,98.768,98.38,97.951,42.67,34.74,323.49,112.32,12.12507,99.169,7.23
2026-08-21T23:45:00,PCI_4,gNB-2,TDD,99.925,259,2,99.968,66.6,85.7,99.601,99.289,0.195,19,98.343,98.879,98.839,98.54,98.018,43.21,34.83,323.98,111.72,12.14014,99.182,7.37
2026-08-21T23:50:00,PCI_1,gNB-1,TDD,99.905,293,0,99.896,62.6,86.6,99.567,99.318,0.133,33,98.336,98.761,98.944,98.386,98.029,43.75,34.57,328.43,112.54,12.33938,99.252,7.22
2026-08-21T23:50:00,PCI_2,gNB-1,TDD,99.898,313,2,100.0,65.8,86.2,99.564,99.257,0.142,31,98.647,98.946,98.899,98.404,97.871,43.22,34.96,324.75,111.3,12.16452,98.957,7.47
2026-08-21T23:50:00,PCI_3,gNB-2,TDD,99.942,265,2,99.827,66.0,85.4,99.606,99.316,0.146,31,98.484,98.978,98.719,98.488,97.863,43.94,34.7,320.37,112.0,12.01716,99.118,6.82
2026-08-21T23:50:00,PCI_4,gNB-2,TDD,99.877,294,0,99.936,63.9,87.0,99.617,99.289,0.128,21,98.532,98.95,98.589,98.396,98.2,43.07,34.17,323.82,111.87,12.14457,99.107,7.39
2026-08-21T23:55:00,PCI_1,gNB-1,TDD,99.894,349,0,99.803,65.1,84.5,99.579,99.354,0.136,28,98.631,99.02,98.783,98.187,98.062,42.54,33.99,329.68,113.57,12.36855,99.131,7.56
2026-08-21T23:55:00,PCI_2,gNB-1,TDD,99.976,281,0,99.887,65.4,87.6,99.588,99.211,0.116,20,98.407,98.82,98.855,98.44,97.843,38.6,30.71,330.0,111.51,12.36776,99.042,8.37
2026-08-21T23:55:00,PCI_3,gNB-2,TDD,99.892,317,0,99.907,63.7,83.6,99.542,99.308,0.166,23,98.485,98.973,98.641,98.403,97.978,43.22,34.46,326.94,111.3,12.26367,99.099,7.73
2026-08-21T23:55:00,PCI_4,gNB-2,TDD,99.897,258,0,99.928,62.4,80.2,99.647,99.251,0.157,31,98.619,98.854,98.661,98.259,97.983,43.55,35.34,323.67,111.42,12.13033,99.138,6.84
2026-08-22T00:00:00,PCI_1,gNB-1,TDD,99.925,268,1,99.829,67.1,85.8,99.589,99.281,0.149,20,98.613,98.929,98.775,98.396,98.008,43.81,35.74,331.65,113.75,12.43009,99.153,7.18
2026-08-22T00:00:00,PCI_2,gNB-1,TDD,99.725,335,3,99.51,69.2,86.2,98.054,97.856,0.919,28,97.66,97.0,97.015,96.498,96.195,48.35,41.77,283.57,93.58,10.64472,97.573,21.12
2026-08-22T00:00:00,PCI_3,gNB-2,TDD,99.87,300,1,99.903,65.7,84.0,99.575,99.364,0.102,29,98.565,98.954,98.761,98.376,97.843,43.58,34.21,333.22,113.44,12.49963,98.924,7.65
2026-08-22T00:00:00,PCI_4,gNB-2,TDD,99.886,337,0,99.911,64.7,85.2,99.52,99.307,0.186,28,98.619,98.945,98.777,98.238,98.099,44.88,34.4,332.55,113.56,12.47427,99.027,7.47
2026-08-22T00:05:00,PCI_1,gNB-1,TDD,99.889,289,1,99.912,65.4,82.8,99.531,99.273,0.137,32,98.564,98.775,98.841,98.353,98.237,43.32,34.8,331.61,112.65,12.418,99.12,7.87
2026-08-22T00:05:00,PCI_2,gNB-1,TDD,99.446,338,9,99.151,61.9,87.2,96.394,96.483,1.728,18,96.621,95.279,95.142,94.547,94.394,58.54,52.3,224.38,77.27,8.40087,96.505,33.79
2026-08-22T00:05:00,PCI_3,gNB-2,TDD,99.901,338,0,99.902,66.1,83.0,99.574,99.346,0.131,24,98.447,98.763,98.781,98.318,98.011,44.79,35.63,328.26,113.49,12.30586,99.248,7.53
2026-08-22T00:05:00,PCI_4,gNB-2,TDD,99.918,340,0,99.861,65.4,88.1,99.631,99.385,0.156,29,98.451,99.127,98.697,98.407,97.882,44.17,34.68,333.97,112.84,12.5161,99.037,7.33
2026-08-22T00:10:00,PCI_1,gNB-1,TDD,99.891,297,2,99.904,69.1,87.0,99.533,99.311,0.132,34,98.781,98.788,98.946,98.481,98.01,43.89,34.57,331.33,113.78,12.40051,99.002,7.75
2026-08-22T00:10:00,PCI_2,gNB-1,TDD,99.2,326,13,98.714,66.2,85.7,94.793,95.122,2.401,24,95.584,93.406,93.396,92.744,92.47,69.08,63.52,176.13,61.13,6.60078,95.059,46.65
2026-08-22T00:10:00,PCI_3,gNB-2,TDD,99.905,276,0,99.9,68.2,88.2,99.624,99.287,0.111,29,98.303,98.689,98.877,98.522,98.064,43.97,35.19,328.74,115.31,12.31895,99.167,7.79
2026-08-22T00:10:00,PCI_4,gNB-2,TDD,99.908,300,0,99.929,66.4,89.3,99.555,99.271,0.151,20,98.388,98.901,98.888,98.25,97.869,43.53,35.06,337.08,116.39,12.62012,99.103,7.72
2026-08-22T00:15:00,PCI_1,gNB-1,TDD,99.91,252,1,99.865,68.1,84.0,99.633,99.246,0.144,31,98.567,99.041,98.902,98.429,98.016,44.43,34.96,333.08,115.09,12.48841,99.168,7.57
2026-08-22T00:15:00,PCI_2,gNB-1,TDD,98.875,297,21,98.336,64.0,88.3,93.271,93.744,3.007,33,94.727,91.643,91.399,90.827,90.56,79.26,74.83,121.4,42.06,4.5545,93.544,59.03
2026-08-22T00:15:00,PCI_3,gNB-2,TDD,99.869,267,0,99.923,66.2,89.0,99.63,99.293,0.145,19,98.442,98.962,98.684,98.403,98.015,43.7,34.71,338.06,116.5,12.67255,99.144,6.85
2026-08-22T00:15:00,PCI_4,gNB-2,TDD,99.921,323,0,99.884,69.3,83.0,99.656,99.297,0.089,29,98.438,98.781,98.742,98.298,98.087,44.37,33.82,334.1,115.99,12.53607,98.928,7.86
2026-08-22T00:20:00,PCI_1,gNB-1,TDD,99.886,342,0,99.86,65.2,82.9,99.581,99.21,0.149,26,98.384,98.825,98.709,98.313,98.2,44.86,34.7,337.04,115.22,12.63956,99.125,7.98
2026-08-22T00:20:00,PCI_2,gNB-1,TDD,98.704,298,24,97.908,67.2,85.8,91.624,92.395,3.723,29,93.888,89.808,89.757,88.98,88.81,89.31,85.69,65.32,22.86,2.44643,92.36,72.62
2026-08-22T00:20:00,PCI_3,gNB-2,TDD,99.903,287,0,99.872,66.1,86.7,99.61,99.262,0.182,18,98.549,98.819,98.664,98.439,98.055,44.6,34.43,343.34,114.74,12.87757,99.197,7.57
2026-08-22T00:20:00,PCI_4,gNB-2,TDD,99.887,264,0,99.922,69.9,87.1,99.544,99.359,0.194,27,98.455,98.963,98.674,98.578,98.066,44.37,35.33,338.52,116.48,12.6944,99.259,7.34
2026-08-22T00:25:00,PCI_1,gNB-1,TDD,99.903,335,0,99.897,69.1,82.5,99.61,99.276,0.15,30,98.421,99.031,98.751,98.466,97.96,44.0,35.76,340.43,116.62,12.76726,99.174,7.64
2026-08-22T00:25:00,PCI_2,gNB-1,TDD,98.462,335,30,97.431,69.0,87.9,89.944,91.038,4.533,19,93.192,87.878,88.116,87.286,87.037,99.2,97.09,14.07,6.0,0.53346,90.951,85.46
2026-08-22T00:25:00,PCI_3,gNB-2,TDD,99.894,311,0,99.891,69.1,87.3,99.583,99.23,0.155,25,98.538,98.702,98.774,98.406,97.871,43.78,34.74,334.52,116.05,12.54416,99.105,8.02
2026-08-22T00:25:00,PCI_4,gNB-2,TDD,99.916,303,0,99.895,68.9,88.0,99.631,99.307,0.153,31,98.602,98.982,98.809,98.478,98.087,44.53,35.66,333.48,115.74,12.49745,98.919,7.15
2026-08-22T00:30:00,PCI_1,gNB-1,TDD,99.928,259,0,99.848,69.1,89.0,99.646,99.31,0.144,23,98.449,98.949,98.774,98.406,98.011,43.58,35.19,346.16,117.43,12.98315,99.177,7.73
2026-08-22T00:30:00,PCI_2,gNB-1,TDD,98.707,332,25,97.921,73.0,87.3,91.616,92.343,3.793,26,94.137,89.782,89.825,88.985,88.865,89.01,86.02,70.53,23.74,2.65747,92.341,72.15
2026-08-22T00:30:00,PCI_3,gNB-2,TDD,99.893,275,1,99.906,66.6,85.9,99.611,99.33,0.131,23,98.594,98.933,98.719,98.468,97.926,44.63,35.19,340.53,119.88,12.76466,99.006,7.29
2026-08-22T00:30:00,PCI_4,gNB-2,TDD,99.888,295,0,99.857,65.9,88.7,99.603,99.324,0.116,29,98.426,98.951,98.86,98.363,98.212,44.74,36.17,345.43,117.81,12.95597,98.914,8.34
2026-08-22T00:35:00,PCI_1,gNB-1,TDD,99.915,286,0,99.853,68.9,84.6,99.591,99.301,0.19,25,98.555,98.878,98.719,98.346,97.982,44.54,35.56,339.97,115.92,12.74978,99.16,7.36
2026-08-22T00:35:00,PCI_2,gNB-1,TDD,99.016,259,19,98.365,68.6,88.4,93.195,93.734,3.045,18,94.912,91.485,91.609,90.723,90.675,78.86,75.13,126.49,42.26,4.73543,93.59,59.64
2026-08-22T00:35:00,PCI_3,gNB-2,TDD,99.874,270,0,99.979,68.5,88.2,99.555,99.285,0.16,23,98.392,99.023,98.719,98.261,98.094,44.82,36.72,343.68,117.81,12.89292,99.038,7.58
2026-08-22T00:35:00,PCI_4,gNB-2,TDD,99.852,282,0,99.952,69.1,90.5,99.628,99.181,0.148,19,98.568,98.822,98.814,98.381,98.048,44.5,36.21,338.23,116.91,12.69152,99.161,7.19
2026-08-22T00:40:00,PCI_1,gNB-1,TDD,99.903,270,2,99.747,67.8,84.7,99.662,99.301,0.163,23,98.591,99.01,98.828,98.446,98.036,44.39,35.9,343.65,116.25,12.89385,99.328,7.17
2026-08-22T00:40:00,PCI_2,gNB-1,TDD,99.246,333,14,98.829,68.2,87.7,94.755,95.012,2.329,30,95.866,93.407,93.437,92.651,92.694,68.88,64.34,181.59,59.97,6.80976,95.179,47.1
2026-08-22T00:40:00,PCI_3,gNB-2,TDD,99.894,286,0,99.92,69.7,91.2,99.657,99.301,0.16,19,98.537,98.662,98.852,98.178,98.147,44.76,36.38,345.08,118.92,12.94219,99.2,7.52
2026-08-22T00:40:00,PCI_4,gNB-2,TDD,99.917,257,1,99.952,68.5,84.6,99.591,99.341,0.152,19,98.777,98.803,98.782,98.331,98.15,44.75,35.68,341.58,116.54,12.81674,99.165,7.35
2026-08-22T00:45:00,PCI_1,gNB-1,TDD,99.924,318,0,99.979,68.4,89.9,99.727,99.374,0.153,27,98.532,99.012,98.761,98.312,98.079,44.8,35.17,347.34,118.46,13.01424,99.076,6.84
2026-08-22T00:45:00,PCI_2,gNB-1,TDD,99.429,321,8,99.086,68.1,90.3,96.369,96.453,1.598,33,96.671,95.334,95.312,94.596,94.137,58.39,52.27,235.09,82.25,8.82293,96.234,33.92
2026-08-22T00:45:00,PCI_3,gNB-2,TDD,99.891,314,0,99.949,67.4,85.6,99.615,99.282,0.137,21,98.559,98.663,98.746,98.31,98.158,44.12,35.54,346.4,117.6,12.97297,98.956,7.45
2026-08-22T00:45:00,PCI_4,gNB-2,TDD,99.894,255,0,99.977,71.4,93.2,99.571,99.299,0.103,23,98.314,99.082,98.648,98.503,97.898,44.33,35.44,348.81,119.85,13.0814,99.076,7.68
2026-08-22T00:50:00,PCI_1,gNB-1,TDD,99.881,331,3,99.937,68.6,88.3,99.638,99.341,0.151,30,98.557,98.846,98.76,98.454,97.917,44.91,36.31,343.65,117.86,12.88277,99.109,7.46
2026-08-22T00:50:00,PCI_2,gNB-1,TDD,99.607,271,4,99.465,72.0,90.5,98.001,97.894,0.851,34,97.568,97.04,97.033,96.558,96.076,47.7,41.43,293.27,99.26,10.99799,97.547,20.2
2026-08-22T00:50:00,PCI_3,gNB-2,TDD,99.898,300,1,99.894,72.1,89.2,99.641,99.265,0.154,23,98.496,98.977,98.724,98.509,98.221,44.63,36.72,347.16,119.61,13.01728,98.881,7.24
