timestamp,pci,nof_ue,dl_brate,ul_brate,dl_nof_ok,dl_nof_nok,ul_nof_ok,ul_nof_nok,dl_mcs,ul_mcs,dl_prb,ul_prb,pusch_snr_db,pucch_snr_db
2024-06-01T00:35:00,PCI_2,18,67998285.0,29868647.0,966,13,920,3,11,8,45,44,5.99,20.03
2024-06-01T00:35:00,PCI_3,11,67862804.0,24642807.0,1011,22,885,10,14,9,32,31,10.41,18.44
2024-06-01T00:35:00,PCI_4,21,14625545.0,5037361.0,1015,10,794,15,8,9,45,40,22.89,20.93
2024-06-01T00:36:00,PCI_1,25,75487936.0,7082034.0,1133,11,951,27,11,10,24,33,16.72,11.91
2024-06-01T00:36:00,PCI_2,7,24488961.0,19795691.0,964,15,903,3,12,9,29,50,7.69,25.21
2024-06-01T00:36:00,PCI_3,18,28536502.0,26366977.0,954,16,803,12,10,11,30,17,22.77,26.59
2024-06-01T00:36:00,PCI_4,7,53369848.0,9268914.0,961,29,729,23,9,14,24,17,20.09,24.4
2024-06-01T00:37:00,PCI_1,10,32675567.0,38202592.0,1107,23,742,29,11,8,39,16,21.12,11.41
2024-06-01T00:37:00,PCI_2,17,77961931.0,18325633.0,1073,33,993,11,14,11,42,36,16.7,10.56
2024-06-01T00:37:00,PCI_3,24,51253182.0,17553548.0,1096,16,765,8,14,13,64,19,13.63,20.66
2024-06-01T00:37:00,PCI_4,14,33048372.0,20786628.0,1022,18,978,24,15,12,61,44,14.24,21.18
2024-06-01T00:38:00,PCI_1,6,16624784.0,10812192.0,1005,24,810,11,11,12,63,28,12.78,12.29
2024-06-01T00:38:00,PCI_2,11,67875292.0,37462670.0,1116,32,868,23,9,12,53,36,18.38,9.05
2024-06-01T00:38:00,PCI_3,28,10323316.0,6348970.0,1096,38,954,13,12,15,24,51,16.25,8.53
2024-06-01T00:38:00,PCI_4,17,42603021.0,5191559.0,1104,16,923,7,12,14,58,24,11.61,25.58
2024-06-01T00:39:00,PCI_1,21,64243553.0,22380667.0,1196,18,955,18,9,9,22,25,24.31,27.27
2024-06-01T00:39:00,PCI_2,19,71470320.0,18106238.0,1060,32,956,25,8,8,28,52,21.22,17.64
2024-06-01T00:39:00,PCI_3,27,35898906.0,19616675.0,973,24,891,29,11,9,52,39,20.9,24.75
2024-06-01T00:39:00,PCI_4,26,11677925.0,23216011.0,935,7,785,22,12,11,33,44,18.8,11.27
2024-06-01T00:40:00,PCI_1,8,42320904.0,23278781.0,1087,28,734,13,8,15,55,39,7.79,11.77
2024-06-01T00:40:00,PCI_2,28,38349584.0,33313936.0,964,22,803,8,11,15,24,35,6.61,21.03
2024-06-01T00:40:00,PCI_3,8,12512922.0,23711026.0,1197,35,965,20,11,10,36,32,24.17,8.81
2024-06-01T00:40:00,PCI_4,27,13158032.0,37755594.0,1198,12,911,17,14,14,33,35,7.35,9.2
2024-06-01T00:41:00,PCI_1,6,49721368.0,18903166.0,901,34,981,7,15,14,52,36,6.26,27.38
2024-06-01T00:41:00,PCI_2,12,77506124.0,8300012.0,1033,15,793,24,13,14,28,35,19.16,24.6
2024-06-01T00:41:00,PCI_3,20,65705200.0,24098649.0,938,39,885,25,9,11,36,52,22.98,27.44
2024-06-01T00:41:00,PCI_4,16,37043902.0,17655966.0,1063,20,911,23,9,11,41,33,6.8,9.55
2024-06-01T00:42:00,PCI_1,25,12462319.0,10513317.0,1070,32,917,15,12,14,28,52,24.51,12.37
2024-06-01T00:42:00,PCI_2,29,26545230.0,6719118.0,961,18,854,20,10,9,62,49,6.27,11.9
2024-06-01T00:42:00,PCI_3,21,24130708.0,33020427.0,944,24,809,27,13,14,31,36,22.28,26.98
2024-06-01T00:42:00,PCI_4,10,40648910.0,38099278.0,1085,9,804,6,14,11,24,33,20.42,18.81
2024-06-01T00:43:00,PCI_1,9,40433182.0,13002596.0,1026,11,884,11,13,14,28,41,8.38,26.73
2024-06-01T00:43:00,PCI_2,17,46368472.0,22786752.0,1116,31,756,25,15,11,24,38,24.9,17.73
2024-06-01T00:43:00,PCI_3,23,25957744.0,27316314.0,1053,21,976,14,12,12,63,17,24.63,17.38
2024-06-01T00:43:00,PCI_4,6,67554948.0,27686431.0,915,22,969,10,13,14,41,43,13.56,20.76
2024-06-01T00:44:00,PCI_1,15,57029793.0,38620544.0,957,34,931,20,13,13,33,28,13.5,24.24
2024-06-01T00:44:00,PCI_2,16,25084660.0,31082134.0,1011,17,851,4,10,9,53,34,8.97,20.54
2024-06-01T00:44:00,PCI_3,19,76923266.0,10404808.0,934,31,767,27,8,10,52,25,10.83,18.59
2024-06-01T00:44:00,PCI_4,22,22262640.0,17518892.0,959,11,964,22,14,11,54,21,7.95,13.47
2024-06-01T00:45:00,PCI_1,25,14895214.0,21839309.0,974,15,814,6,13,9,51,37,19.96,24.3
2024-06-01T00:45:00,PCI_2,11,35256739.0,11172445.0,1134,12,834,14,9,11,56,26,12.84,12.82
2024-06-01T00:45:00,PCI_3,14,40717519.0,15603762.0,1172,31,752,11,9,14,28,25,9.72,23.26
2024-06-01T00:45:00,PCI_4,21,70702059.0,39959037.0,1010,7,979,12,11,12,42,40,22.8,26.17
2024-06-01T00:46:00,PCI_1,22,43404044.0,22301009.0,1051,32,807,15,8,11,54,18,16.36,19.04
2024-06-01T00:46:00,PCI_2,10,65510349.0,34674290.0,1022,27,950,29,14,15,24,43,22.46,25.8
2024-06-01T00:46:00,PCI_3,25,75716375.0,17062431.0,948,16,738,13,12,15,53,25,10.93,11.4
2024-06-01T00:46:00,PCI_4,28,38201573.0,34194231.0,1067,12,758,23,8,13,22,40,8.84,11.51
2024-06-01T00:47:00,PCI_1,24,57439603.0,33506586.0,967,33,993,10,9,11,61,51,10.52,27.29
2024-06-01T00:47:00,PCI_2,15,27712432.0,32152688.0,970,24,779,3,12,14,39,54,12.57,24.7
2024-06-01T00:47:00,PCI_3,14,12705102.0,12279933.0,1152,12,902,3,15,15,45,37,21.2,9.78
2024-06-01T00:47:00,PCI_4,14,23218549.0,11842354.0,1055,9,818,12,12,11,53,21,14.59,25.24
2024-06-01T00:48:00,PCI_1,9,38234808.0,37317144.0,1057,27,921,21,11,8,26,54,19.6,23.09
2024-06-01T00:48:00,PCI_2,10,22976269.0,21233984.0,973,38,729,14,9,10,41,20,20.92,26.15
2024-06-01T00:48:00,PCI_3,7,19452667.0,38032943.0,1061,33,890,10,10,12,47,25,9.49,24.93
2024-06-01T00:48:00,PCI_4,9,54747524.0,32401685.0,1020,27,819,9,9,9,21,18,23.35,25.02
2024-06-01T00:49:00,PCI_1,26,31406016.0,26662073.0,974,34,721,9,14,12,43,17,7.57,23.62
2024-06-01T00:49:00,PCI_2,16,71367470.0,23461017.0,1127,10,981,5,15,13,52,54,21.41,22.99
2024-06-01T00:49:00,PCI_3,12,45369385.0,25392552.0,1086,15,827,6,12,14,64,24,20.74,26.26
2024-06-01T00:49:00,PCI_4,21,46616335.0,11598558.0,1018,32,774,23,10,14,53,26,24.21,22.44
2024-06-01T00:50:00,PCI_1,13,43175292.0,39532006.0,1144,37,747,29,13,9,37,29,13.25,25.51
2024-06-01T00:50:00,PCI_2,14,78598498.0,35923544.0,928,8,785,16,14,10,55,39,20.4,14.74
2024-06-01T00:50:00,PCI_3,28,25411052.0,29917123.0,970,26,788,20,8,10,62,48,14.91,9.1
2024-06-01T00:50:00,PCI_4,5,37750536.0,38080190.0,1069,20,804,25,14,8,58,45,19.99,13.15
2024-06-01T00:51:00,PCI_1,12,47190493.0,32274448.0,1057,35,766,23,9,14,53,50,9.61,8.54
2024-06-01T00:51:00,PCI_2,20,62079631.0,23606452.0,973,16,987,14,8,11,51,19,13.99,20.81
2024-06-01T00:51:00,PCI_3,6,50502651.0,9935955.0,993,12,705,26,10,10,57,47,23.06,26.44
2024-06-01T00:51:00,PCI_4,10,16300097.0,9203872.0,1191,33,799,25,11,8,27,26,24.8,9.48
2024-06-01T00:52:00,PCI_1,7,54163841.0,35876127.0,909,9,858,25,14,10,53,38,15.44,22.25
2024-06-01T00:52:00,PCI_2,16,21879987.0,32880011.0,1091,19,834,22,14,10,35,21,8.07,12.93
2024-06-01T00:52:00,PCI_3,21,15442127.0,31775854.0,1139,34,906,11,14,9,62,42,9.33,21.78
2024-06-01T00:52:00,PCI_4,19,30288388.0,24399996.0,992,27,972,6,10,12,33,54,17.21,20.47
2024-06-01T00:53:00,PCI_1,18,15184939.0,20639359.0,1177,9,798,21,13,8,47,41,6.73,12.45
2024-06-01T00:53:00,PCI_2,10,68082494.0,24102940.0,1022,16,832,25,8,14,53,45,14.45,17.98
2024-06-01T00:53:00,PCI_3,28,52139787.0,30813030.0,924,26,916,28,12,8,61,34,15.31,17.63
2024-06-01T00:53:00,PCI_4,16,77353999.0,20770176.0,921,23,976,12,12,9,42,37,9.34,9.9
2024-06-01T00:54:00,PCI_1,18,12250436.0,24949402.0,1076,5,893,14,13,15,36,45,23.82,11.35
2024-06-01T00:54:00,PCI_2,21,38858102.0,31587507.0,946,19,887,8,9,9,34,30,23.12,18.0
2024-06-01T00:54:00,PCI_3,25,30082469.0,13765158.0,946,31,847,25,9,13,36,54,16.65,27.87
2024-06-01T00:54:00,PCI_4,20,70197938.0,37652671.0,978,5,997,5,10,9,43,28,15.57,24.66
2024-06-01T00:55:00,PCI_1,16,73427477.0,32945692.0,967,15,981,14,15,15,30,54,11.42,18.95
2024-06-01T00:55:00,PCI_2,20,38582612.0,31221096.0,980,7,868,7,14,10,42,38,11.61,10.54
2024-06-01T00:55:00,PCI_3,6,63153877.0,24389339.0,1029,11,859,25,9,9,64,32,11.33,11.54
2024-06-01T00:55:00,PCI_4,6,13845449.0,25360455.0,906,13,896,27,14,8,32,42,21.98,11.11
2024-06-01T00:56:00,PCI_1,14,66192658.0,36256837.0,1055,26,768,15,8,9,50,32,8.57,26.08
2024-06-01T00:56:00,PCI_2,10,56199037.0,30368589.0,903,16,864,21,9,12,26,50,24.06,17.88
2024-06-01T00:56:00,PCI_3,23,13217427.0,17327437.0,1067,15,976,15,9,11,54,29,5.37,16.78
2024-06-01T00:56:00,PCI_4,24,66736380.0,29909704.0,1113,24,893,9,8,8,47,40,14.5,20.07
2024-06-01T00:57:00,PCI_1,19,38975122.0,11183344.0,1108,13,753,4,11,9,58,23,23.51,12.03
2024-06-01T00:57:00,PCI_2,28,76635015.0,5421815.0,1147,26,978,17,14,14,20,27,24.4,26.12
2024-06-01T00:57:00,PCI_3,6,52967978.0,26515786.0,969,38,757,17,14,11,55,18,16.44,11.07
2024-06-01T00:57:00,PCI_4,23,69428490.0,21536404.0,1025,28,921,22,13,12,23,43,11.24,27.39
2024-06-01T00:58:00,PCI_1,14,42474560.0,37989894.0,939,30,707,12,9,12,63,21,9.3,25.19
2024-06-01T00:58:00,PCI_2,11,53306243.0,37433467.0,1120,27,813,8,8,10,58,46,18.86,27.75
2024-06-01T00:58:00,PCI_3,26,14987113.0,21635697.0,1062,10,835,5,10,14,50,41,10.7,14.7
2024-06-01T00:58:00,PCI_4,26,41247264.0,38354131.0,1126,5,953,22,10,13,43,27,7.32,25.7
2024-06-01T00:59:00,PCI_1,9,13316075.0,15030782.0,1106,22,784,6,13,11,32,21,13.82,16.29
2024-06-01T00:59:00,PCI_2,5,53007027.0,18080130.0,941,23,856,10,10,13,32,32,7.17,8.28
2024-06-01T00:59:00,PCI_3,24,36448635.0,23565441.0,1035,13,800,15,14,9,34,30,5.44,18.3
