Timestamp,Cell_ID,gNB_ID,Cell_Availability_%,RRC_Connection_Attempts,RRC_Connection_Rejects,RRC_Success_Rate_%,Avg_RRC_Connected_Users,Peak_RRC_Connected_Users,Registration_Success_Rate_%,PDU_Session_Success_Rate_%,RRC_Drop_Rate_%,Handover_Attempts,Handover_Success_Rate_%,Xn_HO_Prep_Success_Rate_%,Xn_HO_Exec_Success_Rate_%,NG_HO_Prep_Success_Rate_%,NG_HO_Exec_Success_Rate_%,PRB_Utilization_DL_%,PRB_Utilization_UL_%,DL_Throughput_Mbps,UL_Throughput_Mbps,Total_Traffic_GB,RACH_Success_Rate_%,Latency_ms
2026-08-01T01:28:29,PCI_3,gNB-2,99.994,269,1,99.843,66.8,84.8,99.549,99.299,0.167,29,98.236,98.689,98.826,98.404,97.975,35.02,29.57,188.49,69.83,1.94373,98.936,7.15
2026-08-01T01:28:29,PCI_4,gNB-2,99.897,314,1,99.851,66.5,90.8,99.556,99.31,0.134,22,98.434,99.103,98.661,98.489,97.991,34.99,29.28,189.54,70.74,1.85223,99.108,6.91
2026-08-01T01:33:29,PCI_1,gNB-1,99.958,261,1,99.79,70.8,83.2,99.437,99.273,0.177,23,98.405,98.783,98.706,98.513,98.016,35.02,29.97,190.04,70.81,2.06256,99.122,6.69
2026-08-01T01:33:29,PCI_2,gNB-1,99.926,289,1,99.955,68.7,93.3,99.6,99.234,0.184,26,98.546,98.854,98.877,98.438,97.739,35.13,29.97,190.08,68.92,1.80649,99.082,7.36
2026-08-01T01:33:29,PCI_3,gNB-2,99.917,293,0,99.976,76.0,89.7,99.509,99.378,0.169,29,98.467,98.911,98.822,98.375,97.98,35.03,30.76,190.56,69.94,1.86791,99.037,7.48
2026-08-01T01:33:29,PCI_4,gNB-2,99.925,310,0,99.883,74.4,85.7,99.644,99.28,0.145,23,98.378,98.911,98.641,98.376,97.915,35.44,29.61,190.58,71.52,1.7467,99.16,6.82
2026-08-01T01:38:29,PCI_1,gNB-1,99.91,315,1,99.85,78.3,83.3,99.587,99.29,0.129,20,98.275,98.789,98.928,98.309,98.108,35.76,30.13,190.55,71.95,1.85764,99.041,6.59
2026-08-01T01:38:29,PCI_2,gNB-1,99.902,261,1,99.974,63.5,92.9,99.557,99.275,0.156,29,98.421,98.93,98.77,98.396,98.021,34.96,30.25,191.87,70.59,1.75452,98.931,7.12
2026-08-01T01:38:29,PCI_3,gNB-2,99.803,275,0,99.943,64.2,87.6,99.514,99.281,0.136,21,98.464,99.126,98.822,98.322,97.883,34.97,29.91,188.85,70.12,1.98309,99.211,7.32
2026-08-01T01:38:29,PCI_4,gNB-2,99.954,280,0,99.926,75.1,82.5,99.583,99.235,0.121,29,98.381,98.922,98.9,98.227,97.922,35.09,30.2,189.62,71.03,1.95747,98.979,6.72
2026-08-01T01:43:29,PCI_1,gNB-1,99.94,316,0,99.805,66.7,90.0,99.667,99.281,0.144,27,98.287,99.154,98.782,98.559,97.935,35.08,29.16,189.62,70.98,1.7339,99.207,7.1
2026-08-01T01:43:29,PCI_2,gNB-1,99.848,297,1,99.877,72.6,88.3,99.559,99.285,0.129,18,98.271,98.895,98.888,98.247,98.0,34.68,29.51,190.85,69.48,1.94815,99.022,7.12
2026-08-01T01:43:29,PCI_3,gNB-2,99.889,285,0,99.929,67.9,91.2,99.598,99.246,0.148,30,98.496,98.809,98.796,98.228,98.065,34.46,29.1,189.94,71.11,1.93182,98.991,6.78
2026-08-01T01:43:29,PCI_4,gNB-2,99.844,290,0,99.86,63.7,84.4,99.562,99.322,0.131,26,98.279,98.716,98.986,98.368,98.024,34.98,30.08,190.05,71.91,1.97422,98.944,6.7
2026-08-01T01:48:29,PCI_1,gNB-1,99.833,319,0,99.941,76.6,87.1,99.582,99.37,0.094,27,98.292,99.004,98.692,98.371,97.849,34.51,30.69,190.82,69.6,1.97317,98.911,6.88
2026-08-01T01:48:29,PCI_2,gNB-1,99.898,292,1,99.896,65.2,87.1,99.597,99.298,0.176,19,98.386,98.823,98.794,98.339,97.926,34.97,29.48,190.61,69.9,1.82857,99.082,6.78
2026-08-01T01:48:29,PCI_3,gNB-2,99.853,317,0,99.873,75.4,91.3,99.532,99.303,0.123,27,98.338,98.871,98.592,98.409,98.015,34.92,29.79,189.63,69.02,1.71032,99.045,7.03
2026-08-01T01:48:29,PCI_4,gNB-2,99.84,310,0,99.907,65.4,91.9,99.628,99.217,0.159,29,98.428,98.938,98.735,98.374,98.064,35.22,30.1,188.49,70.54,1.78553,99.201,7.07
2026-08-01T01:53:29,PCI_1,gNB-1,99.822,285,0,99.893,76.6,93.7,99.525,99.235,0.137,22,98.527,98.863,98.827,98.575,98.159,34.95,29.88,188.74,69.31,1.86842,99.14,7.03
2026-08-01T01:53:29,PCI_2,gNB-1,99.95,291,1,99.897,63.7,84.6,99.654,99.32,0.144,19,98.436,98.8,98.636,98.458,97.994,35.15,29.15,189.63,69.4,1.97453,98.874,6.9
2026-08-01T01:53:29,PCI_3,gNB-2,99.945,305,0,99.87,62.6,92.2,99.462,99.294,0.161,26,98.57,99.014,98.831,98.43,98.079,34.73,29.98,190.91,71.96,1.81718,99.095,7.06
2026-08-01T01:53:29,PCI_4,gNB-2,99.967,293,0,99.973,74.0,85.8,99.59,99.339,0.171,23,98.249,98.808,98.834,98.334,97.848,35.52,30.25,190.49,69.52,1.7878,99.076,7.33
2026-08-01T01:58:29,PCI_1,gNB-1,99.854,307,0,99.91,74.8,93.8,99.613,99.254,0.151,25,98.492,98.837,98.756,98.521,98.224,36.0,30.03,190.22,71.53,2.00402,99.002,7.04
2026-08-01T01:58:29,PCI_2,gNB-1,99.923,264,1,99.859,69.1,94.5,99.633,99.262,0.147,18,98.462,98.867,98.85,98.311,97.964,34.49,30.57,189.97,69.26,2.02111,99.078,7.21
2026-08-01T01:58:29,PCI_3,gNB-2,99.82,269,1,99.881,72.4,92.3,99.594,99.336,0.191,24,98.377,98.863,98.921,98.449,98.067,34.75,30.96,191.71,70.57,1.74052,98.897,7.19
2026-08-01T01:58:29,PCI_4,gNB-2,99.89,302,0,99.934,63.8,87.0,99.618,99.263,0.143,20,98.366,98.669,98.922,98.425,98.111,35.99,30.01,188.2,69.11,1.82437,99.05,7.02
2026-08-01T02:03:29,PCI_1,gNB-1,99.8,289,1,99.824,73.2,87.6,99.584,99.296,0.139,20,98.339,98.732,98.797,98.585,98.198,35.66,30.35,189.32,71.44,2.00207,99.093,6.91
2026-08-01T02:03:29,PCI_2,gNB-1,99.905,311,1,99.896,78.4,84.7,99.714,99.297,0.145,23,98.453,98.971,98.689,98.379,98.092,35.13,30.06,191.55,69.32,1.75154,99.048,7.45
2026-08-01T02:03:29,PCI_3,gNB-2,99.802,309,0,99.874,60.7,93.8,99.67,99.221,0.165,30,98.333,98.954,98.708,98.192,97.963,34.25,29.68,190.37,70.31,2.0968,99.08,6.54
2026-08-01T02:03:29,PCI_4,gNB-2,99.862,287,0,99.839,78.8,86.1,99.501,99.335,0.148,31,98.436,98.911,98.863,98.404,98.124,35.21,30.2,190.41,68.54,1.81116,99.074,7.06
2026-08-01T02:08:29,PCI_1,gNB-1,99.832,289,0,99.905,63.7,81.6,99.586,99.296,0.136,24,98.336,98.955,98.728,98.396,98.098,36.29,29.5,189.54,69.16,1.73201,98.985,6.85
2026-08-01T02:08:29,PCI_2,gNB-1,99.899,298,1,99.851,79.8,84.3,99.495,99.228,0.142,29,98.381,98.723,98.754,98.48,98.056,34.96,29.56,190.63,69.42,1.78099,99.02,7.43
2026-08-01T02:08:29,PCI_3,gNB-2,99.911,262,0,99.876,64.1,90.6,99.592,99.424,0.165,30,98.35,98.892,98.833,98.521,97.951,34.13,29.86,190.02,70.11,1.74018,99.132,7.24
2026-08-01T02:08:29,PCI_4,gNB-2,99.845,291,0,100.005,75.9,90.1,99.608,99.389,0.131,31,98.446,98.974,98.756,98.431,97.972,35.06,29.93,188.86,69.98,1.97723,99.003,6.93
2026-08-01T02:13:29,PCI_1,gNB-1,99.933,275,1,99.909,77.0,94.7,99.716,99.401,0.146,20,98.474,98.912,98.81,98.555,97.868,35.53,29.98,191.41,70.19,1.8267,99.128,7.22
2026-08-01T02:13:29,PCI_2,gNB-1,99.902,267,1,99.874,79.8,88.7,99.635,99.307,0.151,19,98.504,98.854,98.729,98.381,98.119,34.31,30.6,189.36,68.9,2.02711,99.09,6.61
2026-08-01T02:13:29,PCI_3,gNB-2,99.882,278,0,99.96,70.8,80.9,99.636,99.268,0.157,25,98.346,98.851,98.807,98.403,97.943,34.79,30.56,190.21,70.89,1.8972,99.159,7.68
2026-08-01T02:13:29,PCI_4,gNB-2,99.859,275,1,99.884,74.4,85.0,99.502,99.252,0.163,29,98.479,98.974,98.793,98.446,98.065,34.96,30.51,187.74,70.63,2.0849,99.196,6.93
2026-08-01T02:18:29,PCI_1,gNB-1,99.856,308,0,99.854,64.1,93.0,99.599,99.325,0.17,18,98.505,98.902,98.791,98.457,98.106,34.83,29.88,189.84,70.08,1.77545,99.203,6.88
2026-08-01T02:18:29,PCI_2,gNB-1,99.923,291,1,99.859,73.3,84.3,99.579,99.401,0.157,31,98.496,98.834,98.762,98.444,98.006,35.02,29.86,188.19,69.77,2.09629,99.137,6.78
2026-08-01T02:18:29,PCI_3,gNB-2,99.864,274,1,99.914,64.3,81.3,99.547,99.198,0.131,18,98.559,98.794,98.865,98.263,98.03,34.84,29.97,190.57,71.76,1.85602,99.112,6.71
2026-08-01T02:18:29,PCI_4,gNB-2,99.929,272,1,99.942,65.1,94.9,99.501,99.285,0.168,30,98.321,98.873,98.662,98.412,98.244,35.57,29.45,189.13,69.6,1.82651,99.018,6.79
2026-08-01T02:23:29,PCI_1,gNB-1,99.944,306,1,99.881,79.9,89.1,99.565,99.188,0.165,31,98.337,98.948,98.987,98.517,97.885,35.43,30.58,189.25,69.05,1.70236,98.94,7.44
2026-08-01T02:23:29,PCI_2,gNB-1,99.78,286,1,99.887,65.9,91.7,99.614,99.289,0.173,30,98.186,98.9,98.729,98.413,98.022,34.54,29.68,190.79,70.35,1.7236,99.304,7.69
2026-08-01T02:23:29,PCI_3,gNB-2,99.827,262,1,100.025,77.5,88.7,99.611,99.29,0.139,24,98.345,98.974,98.76,98.356,97.88,34.98,29.55,189.82,71.04,1.8448,99.15,7.11
2026-08-01T02:23:29,PCI_4,gNB-2,99.903,263,1,99.885,65.8,81.3,99.667,99.302,0.135,28,98.351,98.832,98.816,98.328,98.114,34.61,28.86,189.27,67.99,2.05456,99.206,7.19
2026-08-01T02:28:29,PCI_1,gNB-1,99.833,266,0,99.989,65.6,81.9,99.574,99.353,0.199,19,98.414,98.935,98.862,98.339,97.894,35.03,29.53,189.94,70.1,1.89194,99.015,6.96
2026-08-01T02:28:29,PCI_2,gNB-1,99.892,296,1,99.922,76.0,82.4,99.559,99.218,0.131,31,98.405,98.798,98.763,98.403,98.05,34.7,29.87,188.18,68.85,1.73355,98.881,6.9
2026-08-01T02:28:29,PCI_3,gNB-2,99.911,265,0,99.86,65.1,80.0,99.596,99.206,0.147,30,98.314,98.845,98.823,98.464,98.09,34.75,30.46,191.17,71.14,1.99099,99.085,6.95
2026-08-01T02:28:29,PCI_4,gNB-2,99.941,272,1,99.91,79.0,84.3,99.513,99.255,0.15,18,98.499,98.892,98.781,98.317,98.04,34.88,30.3,191.75,69.97,1.99454,99.014,6.56
2026-08-01T02:33:29,PCI_1,gNB-1,99.84,314,1,99.911,62.5,88.0,99.663,99.282,0.136,21,98.366,98.928,98.864,98.518,98.121,35.59,30.68,190.66,68.47,1.70681,99.131,6.89
2026-08-01T02:33:29,PCI_2,gNB-1,99.946,286,1,99.854,79.8,90.3,99.611,99.346,0.171,25,98.434,98.654,98.732,98.354,97.902,35.1,30.6,189.52,68.87,2.03916,99.055,6.63
2026-08-01T02:33:29,PCI_3,gNB-2,99.912,312,0,99.865,68.9,89.8,99.554,99.309,0.165,29,98.433,98.891,99.082,98.329,98.138,34.97,29.94,190.72,70.89,1.72446,99.133,6.82
2026-08-01T02:33:29,PCI_4,gNB-2,99.873,299,0,99.929,61.7,89.9,99.653,99.376,0.153,22,98.251,98.782,98.656,98.559,97.915,35.62,30.29,191.72,71.0,2.0551,99.08,7.03
2026-08-01T02:38:29,PCI_1,gNB-1,99.909,295,1,99.898,66.4,87.3,99.613,99.255,0.154,22,98.394,98.977,98.641,98.511,97.94,35.31,30.09,187.41,69.24,1.85433,99.255,7.09
2026-08-01T02:38:29,PCI_2,gNB-1,99.913,300,1,99.829,62.1,89.3,99.601,99.289,0.118,21,98.67,98.972,98.926,98.454,97.901,35.67,29.38,189.79,70.28,1.93197,99.142,7.12
2026-08-01T02:38:29,PCI_3,gNB-2,99.862,281,0,99.903,65.8,92.3,99.537,99.275,0.113,28,98.265,98.736,98.818,98.441,98.201,34.25,29.66,190.91,69.78,1.70889,99.271,6.9
2026-08-01T02:38:29,PCI_4,gNB-2,99.842,266,0,99.917,73.5,87.0,99.551,99.327,0.162,28,98.462,98.957,98.622,98.369,98.042,34.71,28.93,189.72,70.75,2.0292,98.881,7.78
2026-08-01T02:43:29,PCI_1,gNB-1,99.844,271,1,99.962,73.4,87.8,99.542,99.331,0.136,29,98.148,99.183,98.871,98.582,97.909,35.73,30.79,191.55,69.98,1.73701,99.082,6.34
2026-08-01T02:43:29,PCI_2,gNB-1,99.815,306,1,99.85,70.2,92.0,99.697,99.365,0.149,28,98.521,98.822,98.766,98.491,97.876,34.86,29.34,190.12,71.63,2.04132,99.123,6.73
2026-08-01T02:43:29,PCI_3,gNB-2,99.843,286,0,99.973,67.0,86.1,99.564,99.335,0.143,30,98.429,98.928,98.861,98.342,97.96,34.14,29.78,188.58,69.86,1.98607,99.11,7.14
2026-08-01T02:43:29,PCI_4,gNB-2,99.829,293,1,99.853,73.5,94.9,99.643,99.283,0.179,25,98.249,99.05,98.734,98.122,98.265,35.79,29.48,190.17,69.79,1.85644,98.952,6.8
2026-08-01T02:48:29,PCI_1,gNB-1,99.923,260,1,99.96,65.5,87.2,99.564,99.313,0.112,29,98.533,98.806,98.853,98.394,97.896,34.83,29.74,189.51,70.75,2.06974,99.042,6.73
2026-08-01T02:48:29,PCI_2,gNB-1,99.914,266,1,99.895,77.3,85.1,99.642,99.298,0.147,26,98.309,98.8,98.76,98.357,98.074,34.8,29.9,188.78,71.64,1.77527,99.279,7.24
2026-08-01T02:48:29,PCI_3,gNB-2,99.974,311,1,99.936,64.7,80.9,99.659,99.385,0.158,25,98.477,99.028,98.733,98.442,97.911,34.65,29.68,189.85,70.15,1.91693,98.955,7.61
2026-08-01T02:48:29,PCI_4,gNB-2,99.959,298,0,99.882,77.8,84.5,99.621,99.214,0.165,26,98.211,99.002,98.838,98.389,98.141,34.39,30.08,191.5,69.8,1.76577,99.112,6.86
2026-08-01T02:53:29,PCI_1,gNB-1,99.979,311,1,99.945,74.6,90.2,99.595,99.167,0.15,31,98.29,98.854,98.958,98.285,97.891,35.74,30.06,191.58,70.33,2.04195,99.093,7.38
2026-08-01T02:53:29,PCI_2,gNB-1,99.948,266,1,99.903,70.3,82.4,99.699,99.3,0.127,30,98.351,98.975,98.866,98.386,97.931,35.01,29.14,188.66,70.82,2.0181,99.139,7.38
2026-08-01T02:53:29,PCI_3,gNB-2,99.933,282,1,100.009,76.2,90.0,99.638,99.321,0.132,23,98.383,98.698,98.782,98.371,97.955,34.15,29.82,189.96,70.1,2.03532,99.165,6.63
2026-08-01T02:53:29,PCI_4,gNB-2,99.888,275,1,99.864,70.8,85.2,99.58,99.285,0.155,24,98.508,98.674,98.715,98.297,97.889,34.56,29.57,190.31,69.09,1.90704,99.141,6.78
2026-08-01T02:58:29,PCI_1,gNB-1,99.907,292,0,99.917,68.7,80.6,99.554,99.253,0.156,31,98.316,98.879,98.914,98.349,98.019,34.48,29.58,189.48,72.18,1.76689,99.047,6.83
2026-08-01T02:58:29,PCI_2,gNB-1,99.892,318,1,99.933,60.3,83.4,99.611,99.372,0.156,27,98.256,98.887,98.793,98.376,97.785,35.44,29.81,189.56,69.74,1.76137,99.141,6.62
2026-08-01T02:58:29,PCI_3,gNB-2,99.853,286,1,99.907,64.0,91.0,99.558,99.297,0.174,20,98.294,99.052,98.884,98.355,98.078,34.27,29.13,188.71,69.59,1.76436,99.048,7.03
2026-08-01T02:58:29,PCI_4,gNB-2,99.793,263,1,99.829,64.1,87.9,99.542,99.231,0.13,29,98.459,98.956,98.701,98.321,97.908,35.22,28.98,191.24,69.52,1.78198,99.134,7.31
2026-08-01T03:03:29,PCI_1,gNB-1,99.917,290,0,99.907,71.9,81.4,99.595,99.372,0.153,31,98.409,98.808,98.771,98.478,97.869,35.32,30.17,190.28,67.79,1.70327,99.165,6.77
2026-08-01T03:03:29,PCI_2,gNB-1,99.905,318,1,99.934,78.0,90.3,99.508,99.335,0.145,24,98.481,98.807,98.738,98.624,97.917,34.65,29.86,188.98,71.19,2.04712,99.03,6.48
2026-08-01T03:03:29,PCI_3,gNB-2,99.959,302,0,99.941,66.8,82.9,99.592,99.231,0.122,20,98.333,99.128,98.807,98.336,98.08,35.9,30.24,188.78,70.37,1.93694,99.051,6.77
2026-08-01T03:03:29,PCI_4,gNB-2,99.951,273,1,99.845,65.8,82.6,99.615,99.305,0.173,23,98.471,98.744,98.841,98.49,98.046,35.52,29.73,189.05,70.93,2.02358,98.884,7.31
2026-08-01T03:08:29,PCI_1,gNB-1,99.864,276,1,99.83,74.2,94.7,99.582,99.318,0.104,23,98.282,98.793,98.868,98.393,97.846,35.92,29.57,190.25,70.2,1.99457,99.054,7.3
2026-08-01T03:08:29,PCI_2,gNB-1,99.863,265,1,99.956,76.1,91.7,99.695,99.316,0.152,21,98.374,99.124,98.836,98.318,98.073,34.41,30.56,191.21,69.43,2.07771,99.118,7.0
2026-08-01T03:08:29,PCI_3,gNB-2,99.851,304,0,99.798,76.5,88.1,99.586,99.315,0.125,24,98.459,98.882,98.735,98.263,97.882,35.18,29.52,190.06,71.06,1.83261,99.256,6.91
2026-08-01T03:08:29,PCI_4,gNB-2,99.846,310,1,99.915,67.2,91.3,99.66,99.342,0.164,31,98.44,98.923,98.823,98.499,97.949,35.87,29.95,190.99,69.91,2.06647,99.303,6.91
2026-08-01T03:13:29,PCI_1,gNB-1,99.836,293,1,99.884,72.0,85.8,99.647,99.25,0.157,30,98.467,99.08,98.73,98.46,98.03,34.49,29.99,189.74,67.67,2.02984,99.154,6.87
2026-08-01T03:13:29,PCI_2,gNB-1,99.833,312,1,99.913,76.5,83.7,99.574,99.341,0.145,29,98.394,98.891,98.8,98.511,98.012,34.92,29.86,190.34,69.11,2.06644,99.095,6.83
2026-08-01T03:13:29,PCI_3,gNB-2,99.894,312,0,100.0,69.9,82.2,99.597,99.41,0.156,22,98.43,98.931,98.941,98.398,98.21,34.56,30.35,189.0,71.82,1.76478,99.094,7.28
2026-08-01T03:13:29,PCI_4,gNB-2,99.963,275,1,99.883,79.5,93.3,99.595,99.283,0.136,27,98.361,98.825,98.853,98.552,97.807,34.94,29.79,190.49,69.05,1.70742,98.996,7.21
2026-08-01T03:18:29,PCI_1,gNB-1,99.905,316,1,99.919,66.0,88.6,99.63,99.314,0.147,21,98.522,98.791,98.722,98.555,98.142,34.63,29.41,189.36,69.5,1.97737,99.103,6.62
2026-08-01T03:18:29,PCI_2,gNB-1,99.839,273,1,99.946,75.7,89.5,99.631,99.341,0.143,24,98.317,99.075,98.865,98.29,98.0,35.36,30.24,191.83,71.37,1.73024,99.091,6.62
2026-08-01T03:18:29,PCI_3,gNB-2,99.912,282,0,100.035,60.3,95.0,99.566,99.306,0.125,28,98.313,98.863,98.834,98.383,97.911,35.39,29.73,189.5,68.62,1.77318,99.165,6.51
2026-08-01T03:18:29,PCI_4,gNB-2,99.896,275,1,99.881,60.4,81.0,99.666,99.355,0.155,27,98.295,98.998,98.971,98.43,98.125,34.7,29.91,190.0,70.42,1.99358,99.194,7.4
2026-08-01T03:23:29,PCI_1,gNB-1,99.843,311,1,99.918,69.0,81.7,99.64,99.308,0.14,19,98.611,98.914,98.725,98.41,97.896,34.62,30.19,189.45,69.55,1.83851,99.186,7.24
2026-08-01T03:23:29,PCI_2,gNB-1,99.597,286,2,99.664,77.5,81.6,99.236,99.004,0.387,22,98.016,98.623,98.62,98.025,97.709,37.36,32.13,181.39,67.39,2.09037,98.732,9.01
2026-08-01T03:23:29,PCI_3,gNB-2,99.867,282,0,99.831,74.9,92.5,99.678,99.33,0.143,21,98.504,99.073,98.707,98.37,98.105,35.17,31.0,189.43,70.54,1.98673,99.31,6.78
2026-08-01T03:23:29,PCI_4,gNB-2,99.79,304,1,99.893,67.5,82.3,99.599,99.33,0.182,25,98.394,99.004,98.852,98.37,98.008,35.01,29.54,191.21,68.61,1.83574,99.195,6.97
2026-08-01T03:28:29,PCI_1,gNB-1,99.862,309,1,99.924,76.6,88.2,99.65,99.272,0.155,18,98.476,98.915,98.758,98.516,98.069,33.59,30.02,188.54,71.07,1.7386,99.048,7.02
2026-08-01T03:28:29,PCI_2,gNB-1,99.229,274,3,99.301,67.3,94.1,98.917,98.812,0.661,22,97.816,98.313,98.056,97.713,97.37,40.06,35.57,173.87,65.13,1.76422,98.397,11.14
2026-08-01T03:28:29,PCI_3,gNB-2,99.976,269,1,99.943,65.6,83.6,99.505,99.364,0.145,20,98.372,98.803,98.613,98.362,97.931,35.25,29.26,191.43,70.27,2.00566,99.029,6.76
2026-08-01T03:28:29,PCI_4,gNB-2,99.843,260,1,99.9,67.8,81.0,99.587,99.255,0.153,29,98.463,98.869,98.638,98.259,97.831,35.36,29.62,190.06,69.38,1.70324,99.24,6.79
2026-08-01T03:33:29,PCI_1,gNB-1,99.883,273,0,99.944,73.4,90.6,99.531,99.23,0.159,26,98.657,98.8,98.895,98.425,97.89,34.86,29.88,189.31,71.93,1.74218,99.138,7.1
2026-08-01T03:33:29,PCI_2,gNB-1,98.884,282,4,99.019,67.7,82.9,98.685,98.348,0.973,28,97.578,98.011,97.926,97.334,97.113,42.22,37.21,168.72,61.2,2.00912,97.772,12.95
2026-08-01T03:33:29,PCI_3,gNB-2,99.905,268,1,99.864,75.0,85.1,99.547,99.26,0.174,21,98.433,98.828,98.757,98.506,97.909,35.73,30.71,190.07,70.65,1.81885,99.255,6.68
2026-08-01T03:33:29,PCI_4,gNB-2,99.959,265,0,99.862,72.7,80.7,99.551,99.22,0.131,22,98.545,99.096,98.865,98.519,97.948,34.96,30.14,188.92,69.01,1.80529,99.068,6.68
2026-08-01T03:38:29,PCI_1,gNB-1,99.919,319,0,99.951,72.5,86.2,99.606,99.291,0.137,26,98.475,98.965,98.929,98.231,97.961,34.79,30.09,189.55,69.49,1.72643,99.118,6.65
2026-08-01T03:38:29,PCI_2,gNB-1,98.65,270,5,98.717,75.6,92.5,98.297,98.223,1.204,30,96.963,97.507,97.519,97.184,96.837,44.89,38.17,160.43,57.44,1.80334,97.696,15.08
2026-08-01T03:38:29,PCI_3,gNB-2,99.881,315,1,99.893,79.6,91.9,99.554,99.359,0.15,19,98.496,98.875,98.807,98.383,98.046,35.41,30.12,189.33,69.22,1.77785,99.072,6.91
2026-08-01T03:38:29,PCI_4,gNB-2,99.973,277,0,99.927,78.7,95.0,99.62,99.327,0.147,21,98.267,98.941,98.839,98.376,97.883,34.28,29.84,188.54,70.9,2.07465,99.383,7.26
2026-08-01T03:43:29,PCI_1,gNB-1,99.87,287,1,99.727,68.2,83.9,99.648,99.331,0.162,31,98.421,98.966,98.945,98.294,97.954,34.31,30.81,191.3,70.75,1.78852,99.117,6.93
2026-08-01T03:43:29,PCI_2,gNB-1,98.258,284,6,98.384,75.6,82.6,98.029,97.869,1.471,25,96.606,97.336,97.148,96.888,96.502,46.97,42.95,151.86,57.35,1.76399,97.039,16.72
2026-08-01T03:43:29,PCI_3,gNB-2,99.874,272,1,99.841,76.7,88.5,99.619,99.278,0.156,30,98.397,98.958,98.805,98.354,97.891,35.08,30.17,189.74,69.23,2.06677,99.348,6.91
2026-08-01T03:43:29,PCI_4,gNB-2,99.917,315,0,99.772,70.3,82.9,99.669,99.287,0.134,28,98.378,98.917,98.744,98.395,97.865,34.89,30.39,191.97,70.71,1.86762,99.218,7.31
2026-08-01T03:48:29,PCI_1,gNB-1,99.983,291,0,99.894,60.6,85.9,99.615,99.31,0.134,27,98.333,98.697,98.807,98.4,97.832,35.34,30.43,190.1,71.67,2.04384,98.979,7.31
2026-08-01T03:48:29,PCI_2,gNB-1,97.947,296,7,98.071,64.9,86.7,97.67,97.559,1.722,19,96.155,96.82,96.908,96.543,96.288,49.31,44.61,144.94,54.03,2.06514,96.918,18.98
2026-08-01T03:48:29,PCI_3,gNB-2,99.901,275,0,99.935,74.1,83.7,99.622,99.356,0.159,26,98.415,98.904,98.852,98.502,98.095,35.19,30.44,190.12,71.25,2.05086,98.892,7.4
