Timestamp,Cell_ID,gNB_ID,Cell_Availability_%,RRC_Connection_Attempts,RRC_Connection_Rejects,RRC_Success_Rate_%,Avg_RRC_Connected_Users,Peak_RRC_Connected_Users,Registration_Success_Rate_%,PDU_Session_Success_Rate_%,RRC_Drop_Rate_%,Handover_Attempts,Handover_Success_Rate_%,Xn_HO_Prep_Success_Rate_%,Xn_HO_Exec_Success_Rate_%,NG_HO_Prep_Success_Rate_%,NG_HO_Exec_Success_Rate_%,PRB_Utilization_DL_%,PRB_Utilization_UL_%,DL_Throughput_Mbps,UL_Throughput_Mbps,Total_Traffic_GB,RACH_Success_Rate_%,Latency_ms
2026-06-10T08:02:00,PCI_10,gNB-3,99.981,295,0,100.0,88.3,109.0,99.584,99.352,0.062,28,98.628,99.099,98.733,98.598,97.73,36.38,31.51,191.39,84.79,2.07135,99.299,9.35
2026-06-10T08:03:00,PCI_1,gNB-1,99.99,286,0,100.0,79.2,91.2,99.646,99.06,0.124,25,98.241,98.436,98.6,98.569,98.133,34.27,28.58,196.25,54.3,1.87908,99.169,10.63
2026-06-10T08:03:00,PCI_2,gNB-1,100.0,327,0,100.0,77.1,103.4,99.718,99.292,0.147,29,99.087,98.96,98.685,98.36,98.47,36.55,34.52,153.16,74.89,1.7104,99.15,11.0
2026-06-10T08:03:00,PCI_3,gNB-1,99.972,279,0,100.0,77.3,97.9,99.372,99.608,0.185,28,98.357,99.257,98.628,98.629,97.681,33.26,29.46,159.77,81.78,1.81165,99.265,8.43
2026-06-10T08:03:00,PCI_4,gNB-1,99.99,296,0,100.0,76.3,96.8,99.505,99.312,0.235,33,99.1,99.016,98.766,98.76,97.956,32.77,29.11,188.62,69.75,1.93772,98.788,7.66
2026-06-10T08:03:00,PCI_5,gNB-2,99.999,290,0,100.0,76.3,89.3,99.55,99.5,0.088,25,98.193,99.283,98.692,98.078,97.877,35.79,31.44,137.44,68.08,1.54139,99.105,13.62
2026-06-10T08:03:00,PCI_6,gNB-2,99.919,300,0,100.0,91.0,113.9,99.545,99.642,0.185,33,98.348,99.481,99.213,98.47,98.24,28.56,31.19,172.48,79.85,1.89245,99.371,9.31
2026-06-10T08:03:00,PCI_7,gNB-2,99.979,307,0,100.0,71.9,91.5,99.549,98.938,0.235,25,98.833,99.495,98.707,97.759,97.687,31.85,26.63,179.32,60.36,1.79761,99.286,7.55
2026-06-10T08:03:00,PCI_8,gNB-3,99.937,300,0,100.0,74.0,90.3,99.508,99.063,0.148,31,99.094,99.33,98.912,98.097,98.505,36.45,28.37,170.05,77.12,1.85372,99.091,9.69
2026-06-10T08:03:00,PCI_9,gNB-3,99.99,296,0,100.0,74.0,87.7,99.68,99.542,0.072,25,98.775,99.067,98.737,98.766,97.763,37.0,26.56,214.59,60.76,2.06513,99.032,9.03
2026-06-10T08:03:00,PCI_10,gNB-3,99.933,310,0,100.0,62.0,80.1,99.556,99.267,0.188,18,97.877,98.907,98.251,98.105,98.13,37.92,34.99,172.34,64.11,1.77337,99.011,8.44
2026-06-10T08:04:00,PCI_1,gNB-1,99.973,309,0,100.0,59.0,74.5,99.583,99.471,0.157,22,98.511,99.309,98.827,98.418,98.143,30.93,28.05,171.45,78.21,1.87245,98.86,12.28
2026-06-10T08:04:00,PCI_2,gNB-1,99.941,284,0,100.0,72.6,97.2,99.492,99.418,0.105,27,98.283,98.99,98.994,99.072,97.647,34.89,25.35,197.54,67.37,1.98679,99.079,9.78
2026-06-10T08:04:00,PCI_3,gNB-1,100.0,288,0,100.0,58.0,81.1,99.538,99.43,0.137,14,98.361,99.2,98.867,98.276,97.689,39.28,26.39,148.7,70.13,1.64125,99.562,10.16
2026-06-10T08:04:00,PCI_4,gNB-1,99.996,295,0,100.0,70.0,80.7,99.973,99.553,0.115,24,98.598,99.303,98.553,97.778,97.902,36.81,29.14,210.85,79.09,2.1745,99.403,8.18
2026-06-10T08:04:00,PCI_5,gNB-2,99.99,334,0,100.0,76.9,98.9,99.868,99.215,0.142,28,98.723,98.891,98.792,98.217,98.042,36.22,24.14,177.4,83.57,1.95729,98.958,9.47
2026-06-10T08:04:00,PCI_6,gNB-2,99.971,286,0,100.0,66.3,92.5,99.947,99.804,0.135,25,98.536,99.026,99.164,97.904,98.369,36.56,34.34,182.61,71.17,1.90336,99.269,10.93
2026-06-10T08:04:00,PCI_7,gNB-2,99.959,310,0,100.0,57.8,74.8,99.705,99.43,0.155,23,98.363,98.823,98.643,98.657,97.515,41.52,26.15,150.41,86.63,1.77783,99.176,7.88
2026-06-10T08:04:00,PCI_8,gNB-3,100.0,316,0,100.0,71.4,83.1,99.707,99.271,0.175,24,98.339,98.877,98.72,98.309,97.802,35.05,33.16,183.28,83.63,2.00181,99.5,10.71
2026-06-10T08:04:00,PCI_9,gNB-3,99.963,290,0,100.0,72.3,96.1,99.855,99.009,0.082,27,98.737,99.184,98.679,98.437,98.229,36.44,32.82,121.44,81.62,1.52299,98.941,11.27
2026-06-10T08:04:00,PCI_10,gNB-3,100.0,289,0,100.0,67.5,81.1,99.365,99.395,0.185,26,98.457,99.262,98.705,98.272,98.201,40.99,27.34,171.84,75.26,1.85326,99.221,8.48
2026-06-10T08:05:00,PCI_1,gNB-1,99.981,297,0,100.0,68.5,90.2,99.659,99.316,0.291,25,99.033,99.24,98.501,98.185,98.153,37.08,28.97,171.43,62.27,1.75271,99.144,6.51
2026-06-10T08:05:00,PCI_2,gNB-1,99.974,292,0,100.0,73.4,87.3,99.385,99.05,0.075,19,98.21,99.398,98.383,98.495,97.52,38.03,27.5,177.08,81.29,1.93779,99.639,10.13
2026-06-10T08:05:00,PCI_3,gNB-1,100.0,289,0,100.0,73.1,97.5,99.593,99.748,0.011,24,98.764,98.912,98.462,98.22,97.517,37.31,38.54,207.21,67.87,2.06303,98.982,9.23
2026-06-10T08:05:00,PCI_4,gNB-1,99.967,291,0,100.0,82.2,114.0,99.544,99.176,0.042,26,97.831,99.187,98.511,98.444,98.654,41.53,24.17,200.31,86.0,2.14734,99.013,8.41
2026-06-10T08:05:00,PCI_5,gNB-2,99.95,279,0,100.0,55.9,76.4,99.56,99.355,0.162,20,98.436,99.284,98.058,98.3,97.75,37.37,29.66,155.78,71.61,1.70545,99.398,10.36
2026-06-10T08:05:00,PCI_6,gNB-2,99.981,334,0,100.0,63.4,85.1,99.976,99.557,0.165,21,98.338,98.947,98.535,98.523,97.861,35.07,23.97,177.34,69.58,1.85193,99.155,11.4
2026-06-10T08:05:00,PCI_7,gNB-2,99.969,311,0,100.0,75.6,101.3,99.554,99.552,0.074,30,98.51,98.813,98.553,98.097,98.056,33.97,33.34,159.04,58.56,1.63197,99.017,6.82
2026-06-10T08:05:00,PCI_8,gNB-3,100.0,319,0,100.0,64.4,81.9,99.867,99.464,0.15,25,99.236,99.324,98.742,98.406,98.216,34.39,24.54,179.89,69.16,1.86788,99.185,9.98
2026-06-10T08:05:00,PCI_9,gNB-3,100.0,290,0,100.0,73.8,101.7,99.757,99.302,0.093,20,98.222,99.134,98.714,97.995,97.87,36.96,30.79,163.75,74.73,1.78859,98.745,8.11
2026-06-10T08:05:00,PCI_10,gNB-3,100.0,270,0,100.0,76.9,105.6,99.479,99.388,0.15,26,97.937,98.963,98.443,98.136,98.079,39.4,32.36,166.17,84.13,1.87724,99.493,11.54
2026-06-10T08:06:00,PCI_1,gNB-1,99.969,302,0,100.0,82.0,105.8,99.631,99.294,0.124,23,98.233,98.995,98.967,98.597,97.972,36.17,25.53,189.33,74.95,1.98212,99.351,12.47
2026-06-10T08:06:00,PCI_2,gNB-1,99.924,282,0,100.0,63.7,74.0,99.796,99.445,0.044,24,98.878,98.91,98.497,98.199,98.1,39.49,33.58,209.58,86.42,2.22,99.54,10.84
2026-06-10T08:06:00,PCI_3,gNB-1,99.936,302,0,100.0,72.3,91.5,99.546,99.215,0.251,27,98.566,99.232,99.019,98.402,97.14,34.23,27.02,154.66,78.52,1.74892,99.498,9.12
2026-06-10T08:06:00,PCI_4,gNB-1,99.992,335,0,100.0,65.5,90.2,99.664,99.259,0.205,21,98.223,99.045,98.931,98.11,98.116,36.55,40.15,161.56,88.01,1.87173,99.187,9.66
2026-06-10T08:06:00,PCI_5,gNB-2,100.0,318,0,100.0,78.0,105.5,99.519,99.502,0.191,31,98.626,99.265,99.155,98.349,97.48,32.21,23.1,219.06,70.16,2.16911,99.508,10.73
2026-06-10T08:06:00,PCI_6,gNB-2,99.975,319,0,100.0,73.8,99.1,99.626,99.294,0.148,30,97.989,99.065,98.428,98.356,98.294,36.7,31.94,139.52,85.79,1.68986,99.049,10.78
2026-06-10T08:06:00,PCI_7,gNB-2,99.933,265,0,100.0,77.2,90.2,99.643,99.452,0.051,31,99.042,99.007,98.634,97.814,98.309,47.74,31.72,210.86,81.27,2.191,98.954,11.85
2026-06-10T08:06:00,PCI_8,gNB-3,99.95,301,0,100.0,82.5,103.8,99.658,99.248,0.06,29,98.287,98.673,98.32,98.153,97.352,31.54,22.31,183.83,80.2,1.98018,99.702,7.6
2026-06-10T08:06:00,PCI_9,gNB-3,99.953,318,0,100.0,72.8,96.4,99.549,99.169,0.058,26,98.592,98.657,98.404,98.46,98.202,34.36,31.34,193.57,62.67,1.92177,99.122,10.47
2026-06-10T08:06:00,PCI_10,gNB-3,100.0,272,0,100.0,81.4,110.4,99.271,99.923,0.071,31,98.87,99.246,98.745,97.952,98.219,34.07,18.76,249.99,82.6,2.49444,99.655,8.48
2026-06-10T08:07:00,PCI_1,gNB-1,99.962,329,0,100.0,75.5,88.6,99.573,98.959,0.031,26,98.203,98.959,98.667,98.879,98.454,36.84,33.76,160.5,74.45,1.76212,99.428,7.99
2026-06-10T08:07:00,PCI_2,gNB-1,99.958,285,0,100.0,88.8,121.0,99.634,99.221,0.07,27,98.936,99.591,98.845,98.085,98.247,35.69,32.13,187.27,79.38,1.99987,99.352,8.99
2026-06-10T08:07:00,PCI_3,gNB-1,100.0,279,0,100.0,64.3,74.2,99.456,99.42,0.182,18,98.256,98.764,98.924,98.812,98.298,35.63,34.79,142.14,89.14,1.73459,99.036,5.69
2026-06-10T08:07:00,PCI_4,gNB-1,99.968,329,0,100.0,77.1,94.7,99.615,99.103,0.102,28,98.567,99.3,98.724,99.005,97.749,38.06,21.26,148.67,87.77,1.77327,98.964,10.65
2026-06-10T08:07:00,PCI_5,gNB-2,99.957,290,0,100.0,71.6,87.7,99.713,99.53,0.11,22,98.585,98.975,99.008,99.097,98.295,36.88,28.24,158.58,69.89,1.7135,98.949,9.26
2026-06-10T08:07:00,PCI_6,gNB-2,99.983,316,0,100.0,74.1,98.0,99.847,99.501,0.275,28,98.947,98.938,98.915,99.112,97.572,41.73,35.72,190.52,83.26,2.0534,99.52,8.85
2026-06-10T08:07:00,PCI_7,gNB-2,99.981,292,0,100.0,70.7,89.0,99.622,99.493,0.048,30,98.855,99.186,98.59,98.273,98.196,38.71,22.04,198.98,101.05,2.25019,98.727,11.39
2026-06-10T08:07:00,PCI_8,gNB-3,100.0,303,0,100.0,66.0,88.6,99.825,99.36,0.12,23,98.363,99.397,98.42,98.569,97.55,39.77,28.5,113.62,77.09,1.43031,98.926,9.17
2026-06-10T08:07:00,PCI_9,gNB-3,99.99,288,0,100.0,87.6,100.8,99.838,99.467,0.087,30,98.879,99.242,98.7,98.315,97.96,34.64,36.87,180.18,67.84,1.86014,99.077,10.98
2026-06-10T08:07:00,PCI_10,gNB-3,99.909,303,0,100.0,75.9,99.0,99.399,99.564,0.116,27,98.876,99.167,98.706,98.956,98.24,35.57,31.94,190.48,70.1,1.95435,99.219,9.6
2026-06-10T08:08:00,PCI_1,gNB-1,99.902,304,0,100.0,72.4,96.8,99.545,99.392,0.157,21,98.695,98.688,98.631,98.702,97.751,35.02,33.42,170.88,74.92,1.8435,99.257,11.49
2026-06-10T08:08:00,PCI_2,gNB-1,99.964,294,0,100.0,67.1,93.1,99.471,99.462,0.086,23,98.623,98.813,98.74,98.803,98.116,34.51,28.74,157.3,79.57,1.77659,99.421,8.61
2026-06-10T08:08:00,PCI_3,gNB-1,99.966,323,0,100.0,77.6,107.4,99.474,99.295,0.302,25,98.341,98.859,98.65,98.497,98.066,45.35,29.86,216.94,79.57,2.22382,99.351,7.7
2026-06-10T08:08:00,PCI_4,gNB-1,100.0,305,0,100.0,58.8,71.0,99.542,99.312,0.132,19,98.622,98.682,98.421,98.387,98.051,35.62,26.71,159.89,76.89,1.77587,99.495,8.28
2026-06-10T08:08:00,PCI_5,gNB-2,99.988,319,0,100.0,82.3,104.9,99.34,99.142,0.121,27,98.345,99.025,98.059,98.449,97.503,34.48,27.36,151.85,66.39,1.63678,98.948,9.85
2026-06-10T08:08:00,PCI_6,gNB-2,99.973,315,0,100.0,69.7,88.0,99.667,98.993,0.237,22,98.265,99.085,99.01,98.403,98.368,37.66,33.93,211.88,76.56,2.16332,99.56,10.11
2026-06-10T08:08:00,PCI_7,gNB-2,99.994,292,0,100.0,82.3,99.4,99.697,99.47,0.169,22,98.469,99.162,98.471,98.327,97.168,39.81,26.36,202.54,62.62,1.98864,99.373,9.51
2026-06-10T08:08:00,PCI_8,gNB-3,99.999,292,0,100.0,94.0,116.3,99.494,99.345,0.078,36,99.018,98.824,98.182,98.652,98.388,40.41,33.64,159.06,76.01,1.76305,98.854,7.74
2026-06-10T08:08:00,PCI_9,gNB-3,100.0,296,0,100.0,76.6,93.8,99.72,99.76,0.184,23,98.611,99.344,98.552,98.068,98.356,37.68,24.6,171.26,71.31,1.81928,99.274,10.03
2026-06-10T08:08:00,PCI_10,gNB-3,99.901,317,0,100.0,79.3,98.1,99.668,99.606,0.112,24,98.779,98.734,98.052,98.608,97.747,35.9,23.42,147.61,68.11,1.61789,99.11,10.42
2026-06-10T08:09:00,PCI_1,gNB-1,99.973,319,0,100.0,67.8,91.2,99.589,99.093,0.279,21,98.574,99.05,99.123,98.163,98.353,34.26,33.58,162.46,74.68,1.77861,99.674,10.35
2026-06-10T08:09:00,PCI_2,gNB-1,99.988,341,0,100.0,69.8,89.7,99.423,99.626,0.234,22,98.312,99.044,98.704,98.007,98.199,29.06,27.36,171.44,75.4,1.85127,99.277,8.04
2026-06-10T08:09:00,PCI_3,gNB-1,99.985,305,0,100.0,65.4,81.1,99.654,99.207,0.154,26,98.81,99.39,98.611,97.974,98.357,38.46,33.59,181.81,87.15,2.01721,99.412,10.95
2026-06-10T08:09:00,PCI_4,gNB-1,99.981,313,0,100.0,78.2,103.3,99.523,99.747,0.143,30,98.473,98.938,99.31,98.207,97.553,34.37,27.82,235.42,79.24,2.35991,99.434,8.38
2026-06-10T08:09:00,PCI_5,gNB-2,99.963,317,0,100.0,70.8,82.6,99.645,99.196,0.149,23,97.802,99.15,98.862,98.168,97.532,43.14,30.16,206.96,88.86,2.21865,99.07,11.1
2026-06-10T08:09:00,PCI_6,gNB-2,99.98,306,0,100.0,76.4,102.1,99.619,99.369,0.131,27,98.232,98.874,98.684,98.13,97.959,34.78,37.11,214.76,81.18,2.2196,99.187,13.17
2026-06-10T08:09:00,PCI_7,gNB-2,99.96,306,0,100.0,78.8,107.8,99.597,99.82,0.088,29,98.199,99.454,98.601,98.283,98.323,42.25,24.65,172.88,66.42,1.7948,99.234,9.73
2026-06-10T08:09:00,PCI_8,gNB-3,99.979,297,0,100.0,70.4,90.2,99.827,99.014,0.142,23,98.648,98.762,98.656,97.988,98.244,37.62,28.45,190.79,75.61,1.99802,98.812,10.77
2026-06-10T08:09:00,PCI_9,gNB-3,99.994,305,0,100.0,86.1,101.7,99.483,99.709,0.249,27,98.146,98.841,98.551,97.825,98.011,32.1,24.25,204.44,72.12,2.07418,99.182,10.82
2026-06-10T08:09:00,PCI_10,gNB-3,99.95,302,0,100.0,69.8,90.6,99.697,99.179,0.15,26,98.644,99.457,99.112,98.138,97.969,32.1,30.09,185.31,99.21,2.13393,99.224,6.74
2026-06-10T08:10:00,PCI_1,gNB-1,100.0,310,0,100.0,69.8,87.3,99.651,99.367,0.088,26,98.338,98.875,98.286,98.064,98.228,30.86,28.9,200.29,74.8,2.06318,99.26,8.22
2026-06-10T08:10:00,PCI_2,gNB-1,99.899,325,0,100.0,62.7,75.4,99.747,99.743,0.171,25,98.318,98.953,98.7,98.427,97.465,41.09,34.47,153.63,66.97,1.65453,99.288,8.91
2026-06-10T08:10:00,PCI_3,gNB-1,100.0,321,0,100.0,72.9,90.6,99.621,99.249,0.157,22,98.271,99.097,98.534,98.165,98.584,40.77,32.39,195.57,81.69,2.07944,99.564,9.86
2026-06-10T08:10:00,PCI_4,gNB-1,99.93,294,0,100.0,65.7,88.3,99.678,99.69,0.104,23,98.392,98.815,98.343,98.318,97.394,37.77,29.26,165.91,69.73,1.76725,98.854,12.7
2026-06-10T08:10:00,PCI_5,gNB-2,100.0,332,0,100.0,73.8,98.4,99.756,99.746,0.085,24,98.815,99.084,99.3,98.129,98.19,32.33,37.56,164.09,60.15,1.68182,99.169,9.68
2026-06-10T08:10:00,PCI_6,gNB-2,99.992,303,0,100.0,81.5,100.7,99.591,99.608,0.186,27,98.523,99.007,98.425,98.664,97.515,42.02,33.0,180.02,71.69,1.88786,99.143,10.6
2026-06-10T08:10:00,PCI_7,gNB-2,99.989,313,0,100.0,72.3,85.7,99.365,99.553,0.161,24,98.848,99.173,97.855,98.312,97.491,41.6,39.14,169.39,78.41,1.85848,99.137,10.42
2026-06-10T08:10:00,PCI_8,gNB-3,99.996,328,0,100.0,89.3,123.2,99.642,99.632,0.2,28,98.289,98.884,98.685,98.644,97.548,39.2,31.62,196.31,81.54,2.08389,99.58,10.62
2026-06-10T08:10:00,PCI_9,gNB-3,99.97,317,0,100.0,61.5,75.7,99.561,99.344,0.082,15,98.385,98.828,98.848,97.858,98.501,38.42,28.19,164.61,71.52,1.77098,98.917,9.07
2026-06-10T08:10:00,PCI_10,gNB-3,99.946,306,0,100.0,74.6,104.2,99.624,99.773,0.194,25,98.013,98.646,98.194,98.518,97.732,37.58,26.69,184.63,89.03,2.05243,99.029,9.38
2026-06-10T08:11:00,PCI_1,gNB-1,99.974,323,0,100.0,68.0,90.7,99.389,99.494,0.33,20,98.785,99.063,98.369,98.217,97.918,34.68,36.99,135.53,81.1,1.62477,99.283,9.03
2026-06-10T08:11:00,PCI_2,gNB-1,99.949,323,0,100.0,80.4,109.6,99.295,99.696,0.309,31,98.804,98.648,98.664,98.056,97.794,41.31,26.05,179.93,62.78,1.82039,99.16,10.04
2026-06-10T08:11:00,PCI_3,gNB-1,100.0,299,0,100.0,67.4,91.1,99.479,99.64,0.297,24,98.285,98.893,99.019,98.027,98.509,43.11,29.55,199.34,84.05,2.12544,99.589,8.33
2026-06-10T08:11:00,PCI_4,gNB-1,99.982,304,0,100.0,77.9,90.5,99.452,99.081,0.084,31,99.089,99.163,99.056,98.145,97.973,38.57,24.94,158.44,78.83,1.77952,99.12,8.31
2026-06-10T08:11:00,PCI_5,gNB-2,99.935,306,0,100.0,77.0,96.6,99.619,99.366,0.103,25,98.725,99.162,99.086,97.792,97.862,35.78,29.96,171.88,73.95,1.84373,99.396,10.17
2026-06-10T08:11:00,PCI_6,gNB-2,99.978,330,0,100.0,72.5,98.5,99.49,99.625,0.135,22,98.388,98.809,98.758,98.353,98.013,35.21,14.63,185.51,62.88,1.86294,99.261,11.6
2026-06-10T08:11:00,PCI_7,gNB-2,99.961,304,0,100.0,76.0,106.1,99.512,99.215,0.233,26,98.787,98.937,98.722,98.249,98.162,40.75,30.23,166.34,71.81,1.78616,99.615,9.48
2026-06-10T08:11:00,PCI_8,gNB-3,100.0,332,0,100.0,81.4,112.5,99.953,99.479,0.188,27,98.076,98.666,98.822,98.418,97.916,32.75,23.5,174.99,66.4,1.81046,99.425,11.63
2026-06-10T08:11:00,PCI_9,gNB-3,99.934,323,0,100.0,70.1,95.8,99.543,99.281,0.138,27,98.683,99.147,98.764,98.498,98.507,33.18,27.44,148.47,91.0,1.79607,99.524,11.03
2026-06-10T08:11:00,PCI_10,gNB-3,99.983,312,0,100.0,77.7,99.4,99.678,99.321,0.21,27,98.412,98.972,98.568,98.544,97.905,38.62,27.7,146.06,85.3,1.73521,98.935,10.92
2026-06-10T08:12:00,PCI_1,gNB-1,99.947,286,0,100.0,73.3,99.1,99.423,99.548,0.133,26,98.371,99.076,98.475,98.292,98.204,37.73,27.53,156.88,79.64,1.7739,99.286,9.53
2026-06-10T08:12:00,PCI_2,gNB-1,99.991,319,0,100.0,75.0,86.8,99.657,98.887,0.159,24,98.915,98.937,98.467,98.234,98.058,35.31,29.15,150.19,76.5,1.70017,99.394,12.87
2026-06-10T08:12:00,PCI_3,gNB-1,99.973,315,0,100.0,85.6,103.2,99.762,99.376,0.168,30,98.591,99.05,98.465,97.669,97.765,29.45,29.63,184.16,64.89,1.86791,99.372,11.22
