timestamp,pci,nof_ue,dl_brate,ul_brate,dl_nof_ok,dl_nof_nok,ul_nof_ok,ul_nof_nok,dl_mcs,ul_mcs,dl_prb,ul_prb,pusch_snr_db,pucch_snr_db
2026-06-13T08:02:00,PCI_8,2,289582206.0,18799471.0,876,39,766,11,9,10,39.0,33.0,20.18,17.42
2026-06-13T08:02:00,PCI_9,1,29889935.0,13842286.0,1011,10,721,3,13,10,41.0,30.0,5.62,12.12
2026-06-13T08:02:00,PCI_10,1,29666783.0,12360593.0,1080,37,914,19,12,11,36.0,21.0,20.65,11.88
2026-06-13T08:02:00,PCI_11,1,29722532.0,12299586.0,1021,29,893,13,9,11,37.0,32.0,17.12,13.74
2026-06-13T08:02:00,PCI_12,2,19754508.0,10026032.0,1151,19,832,25,9,13,40.0,30.0,14.43,20.52
2026-06-13T08:02:00,PCI_13,2,20113352.0,14234941.0,995,18,833,25,13,10,38.0,39.0,22.32,9.17
2026-06-13T08:02:00,PCI_14,2,13726410.0,9214190.0,1097,33,889,24,8,14,41.0,30.0,21.41,10.59
2026-06-13T08:02:00,PCI_15,2,30211092.0,11324588.0,1179,11,693,16,9,8,37.0,30.0,16.41,10.46
2026-06-13T08:02:00,PCI_16,1,31163726.0,16970711.0,1015,5,957,14,14,14,44.0,30.0,12.9,11.45
2026-06-13T08:03:00,PCI_1,1,248440407.0,33549810.0,1057,33,881,13,12,14,31.0,26.0,8.3,26.46
2026-06-13T08:03:00,PCI_2,2,327525184.0,23081505.0,907,11,839,19,9,11,29.0,31.0,15.94,26.29
2026-06-13T08:03:00,PCI_3,2,460329142.0,22237182.0,963,18,810,21,12,10,38.0,30.0,15.24,25.89
2026-06-13T08:03:00,PCI_4,1,433087269.0,29633648.0,1089,35,714,20,13,12,37.0,17.0,20.6,12.25
2026-06-13T08:03:00,PCI_5,2,417619936.0,19246206.0,1164,7,877,17,8,12,38.0,26.0,6.52,10.58
2026-06-13T08:03:00,PCI_6,2,482639432.0,17539347.0,1071,39,724,18,8,15,40.0,27.0,6.79,25.21
2026-06-13T08:03:00,PCI_7,2,403425164.0,38928372.0,911,5,960,5,11,12,33.0,22.0,9.57,24.22
2026-06-13T08:03:00,PCI_8,2,310422162.0,15312873.0,900,5,771,11,9,8,34.0,32.0,21.96,15.64
2026-06-13T08:03:00,PCI_9,1,27206096.0,16453260.0,1029,8,871,4,12,15,43.0,33.0,24.19,17.36
2026-06-13T08:03:00,PCI_10,1,25589702.0,12761759.0,932,10,699,26,14,8,34.0,31.0,11.12,24.61
2026-06-13T08:03:00,PCI_11,2,14445809.0,12957556.0,1073,15,880,11,11,11,34.0,32.0,24.55,15.79
2026-06-13T08:03:00,PCI_12,2,21188279.0,9218905.0,1083,38,891,20,8,15,40.0,33.0,14.69,11.68
2026-06-13T08:03:00,PCI_13,1,19545400.0,14014751.0,1059,18,810,14,9,12,40.0,26.0,21.81,26.25
2026-06-13T08:03:00,PCI_14,1,16399006.0,12382166.0,944,17,829,24,10,10,35.0,22.0,17.37,9.81
2026-06-13T08:03:00,PCI_15,2,23264863.0,9492255.0,1022,27,795,8,8,9,34.0,27.0,10.01,23.66
2026-06-13T08:03:00,PCI_16,2,31522252.0,12080044.0,1146,29,957,18,14,13,45.0,31.0,15.53,10.25
2026-06-13T08:04:00,PCI_1,1,333468891.0,20835915.0,1115,31,840,20,12,15,38.0,23.0,7.99,25.95
2026-06-13T08:04:00,PCI_2,3,307975138.0,14667524.0,1138,5,902,6,14,14,32.0,32.0,8.8,9.82
2026-06-13T08:04:00,PCI_3,2,462486223.0,20416031.0,1041,25,790,22,11,9,42.0,39.0,10.87,21.7
2026-06-13T08:04:00,PCI_4,3,344916929.0,23946192.0,915,13,786,16,13,13,31.0,27.0,23.65,11.41
2026-06-13T08:04:00,PCI_5,2,258739915.0,23682895.0,992,38,972,4,15,10,33.0,22.0,18.51,21.65
2026-06-13T08:04:00,PCI_6,1,478843690.0,23201870.0,1009,29,712,5,11,10,40.0,25.0,18.37,10.02
2026-06-13T08:04:00,PCI_7,2,333505158.0,23098899.0,901,8,677,26,15,14,40.0,34.0,8.55,17.6
2026-06-13T08:04:00,PCI_8,1,475785073.0,26963749.0,959,17,960,28,15,11,35.0,28.0,24.57,9.0
2026-06-13T08:04:00,PCI_9,2,28285322.0,10838032.0,942,17,880,16,8,11,41.0,31.0,23.46,20.2
2026-06-13T08:04:00,PCI_10,2,31912308.0,13523075.0,1135,24,796,6,12,8,32.0,30.0,6.45,8.57
2026-06-13T08:04:00,PCI_11,1,21530417.0,8961797.0,944,31,944,12,15,9,38.0,30.0,17.96,20.82
2026-06-13T08:04:00,PCI_12,1,25217613.0,11226093.0,1095,18,844,21,12,10,37.0,30.0,6.73,26.77
2026-06-13T08:04:00,PCI_13,2,22080928.0,15967407.0,1104,31,984,4,9,9,38.0,32.0,10.38,8.41
2026-06-13T08:04:00,PCI_14,1,24421445.0,13474007.0,984,35,802,8,8,10,37.0,28.0,5.74,13.9
2026-06-13T08:04:00,PCI_15,2,21446047.0,10720706.0,970,28,725,23,11,10,38.0,23.0,9.68,25.77
2026-06-13T08:04:00,PCI_16,2,32946992.0,13782626.0,896,21,800,5,12,9,37.0,24.0,9.12,14.74
2026-06-13T08:05:00,PCI_1,1,323692463.0,19205634.0,959,26,921,11,15,14,28.0,30.0,13.09,26.94
2026-06-13T08:05:00,PCI_2,2,438155357.0,22826360.0,906,32,744,12,11,14,38.0,24.0,8.22,20.25
2026-06-13T08:05:00,PCI_3,2,372266374.0,21059027.0,961,36,885,7,14,14,34.0,28.0,6.89,9.49
2026-06-13T08:05:00,PCI_4,1,269378383.0,27254861.0,869,34,780,25,14,8,38.0,29.0,6.77,22.05
2026-06-13T08:05:00,PCI_5,1,315318879.0,26498421.0,903,23,895,19,8,8,43.0,27.0,18.98,24.52
2026-06-13T08:05:00,PCI_6,2,445829391.0,23045979.0,1123,20,709,28,8,8,44.0,30.0,23.77,19.61
2026-06-13T08:05:00,PCI_7,2,383107991.0,25281574.0,924,19,707,4,8,9,35.0,27.0,14.34,13.13
2026-06-13T08:05:00,PCI_8,2,445563755.0,20420975.0,893,14,897,16,12,13,43.0,29.0,6.69,26.57
2026-06-13T08:05:00,PCI_9,2,15745371.0,11550927.0,931,26,684,17,9,11,39.0,31.0,17.51,9.07
2026-06-13T08:05:00,PCI_10,2,26095790.0,6290051.0,1143,36,916,6,13,11,31.0,26.0,9.04,21.3
2026-06-13T08:05:00,PCI_11,1,29407310.0,9271601.0,927,20,983,8,12,8,32.0,27.0,20.21,26.15
2026-06-13T08:05:00,PCI_12,1,27635381.0,10757539.0,944,35,829,23,15,15,32.0,23.0,21.78,21.73
2026-06-13T08:05:00,PCI_13,3,28882354.0,10958845.0,1105,31,851,11,10,10,31.0,25.0,9.06,11.93
2026-06-13T08:05:00,PCI_14,3,25680594.0,10559029.0,1113,6,706,5,12,8,39.0,30.0,7.73,15.98
2026-06-13T08:05:00,PCI_15,1,25157514.0,15708675.0,1067,24,724,27,12,12,32.0,24.0,20.92,19.67
2026-06-13T08:05:00,PCI_16,2,28501350.0,15031495.0,1118,38,960,27,11,10,30.0,22.0,23.97,24.31
2026-06-13T08:06:00,PCI_1,2,215835076.0,19052046.0,982,28,747,11,15,15,37.0,32.0,11.44,24.3
2026-06-13T08:06:00,PCI_2,2,275361678.0,23476689.0,938,9,965,9,10,9,36.0,25.0,15.27,19.43
2026-06-13T08:06:00,PCI_3,2,176201802.0,16297660.0,991,20,906,18,10,10,37.0,30.0,11.24,11.84
2026-06-13T08:06:00,PCI_4,2,432848261.0,23128314.0,896,13,976,23,9,13,38.0,34.0,15.49,23.75
2026-06-13T08:06:00,PCI_5,2,418358438.0,29964951.0,933,6,712,26,10,10,39.0,37.0,24.81,23.02
2026-06-13T08:06:00,PCI_6,2,278753593.0,24396091.0,1104,8,810,28,13,9,40.0,19.0,5.08,13.47
2026-06-13T08:06:00,PCI_7,2,398246081.0,31814613.0,945,11,769,9,14,11,36.0,30.0,11.84,15.91
2026-06-13T08:06:00,PCI_8,2,308730596.0,25064820.0,1035,7,696,28,8,9,37.0,21.0,13.31,17.0
2026-06-13T08:06:00,PCI_9,1,24915896.0,12816161.0,937,38,772,27,11,15,36.0,27.0,6.33,10.23
2026-06-13T08:06:00,PCI_10,2,25724781.0,9389932.0,1121,38,801,20,9,8,31.0,18.0,5.07,20.9
2026-06-13T08:06:00,PCI_11,2,16447657.0,9528040.0,1165,32,914,6,12,12,41.0,30.0,20.14,26.01
2026-06-13T08:06:00,PCI_12,1,26201406.0,13046311.0,997,12,780,16,13,9,37.0,35.0,20.47,20.81
2026-06-13T08:06:00,PCI_13,0,26898404.0,12146961.0,1010,15,827,26,15,10,46.0,31.0,23.25,23.09
2026-06-13T08:06:00,PCI_14,1,25513672.0,8589467.0,1074,5,707,8,10,13,34.0,26.0,15.65,18.47
2026-06-13T08:06:00,PCI_15,2,26298092.0,15544346.0,901,28,965,28,9,14,40.0,29.0,7.65,9.33
2026-06-13T08:06:00,PCI_16,2,26490406.0,10215363.0,1082,34,684,22,15,10,38.0,24.0,13.73,10.81
2026-06-13T08:07:00,PCI_1,2,310562084.0,19876917.0,935,27,758,11,15,12,32.0,31.0,14.76,16.39
2026-06-13T08:07:00,PCI_2,2,419018164.0,19885160.0,1030,16,795,16,9,14,38.0,36.0,8.03,12.04
2026-06-13T08:07:00,PCI_3,2,379515867.0,22612488.0,1087,17,960,3,13,12,38.0,29.0,20.29,19.71
2026-06-13T08:07:00,PCI_4,2,405702840.0,31804661.0,1081,23,797,28,11,9,42.0,36.0,11.42,17.26
2026-06-13T08:07:00,PCI_5,2,396165267.0,28482481.0,930,6,914,14,15,12,28.0,28.0,9.94,25.67
2026-06-13T08:07:00,PCI_6,2,297331040.0,28186177.0,1000,16,983,3,11,13,34.0,30.0,13.65,13.08
2026-06-13T08:07:00,PCI_7,2,233625723.0,23916590.0,1157,17,921,4,10,13,30.0,23.0,18.75,11.24
2026-06-13T08:07:00,PCI_8,4,375331166.0,25882025.0,961,35,972,4,14,10,28.0,29.0,12.21,19.73
2026-06-13T08:07:00,PCI_9,2,22027472.0,8459497.0,1100,36,778,19,9,14,39.0,21.0,17.09,25.13
2026-06-13T08:07:00,PCI_10,2,27675376.0,13525756.0,902,12,919,9,9,15,40.0,32.0,21.98,19.55
2026-06-13T08:07:00,PCI_11,2,19842942.0,13749582.0,998,11,711,6,15,14,35.0,39.0,15.14,18.44
2026-06-13T08:07:00,PCI_12,2,26040717.0,13133811.0,881,36,716,22,9,13,41.0,34.0,21.18,22.16
2026-06-13T08:07:00,PCI_13,2,24517211.0,12993883.0,949,24,897,11,15,14,38.0,34.0,12.64,20.41
2026-06-13T08:07:00,PCI_14,2,25150436.0,14780275.0,974,16,721,6,11,10,43.0,31.0,22.17,15.85
2026-06-13T08:07:00,PCI_15,2,34608405.0,14737617.0,902,14,857,5,9,13,38.0,22.0,23.68,16.61
2026-06-13T08:07:00,PCI_16,2,23909116.0,9187522.0,982,10,742,20,9,15,38.0,28.0,16.81,15.51
2026-06-13T08:08:00,PCI_1,1,305648318.0,29479550.0,1056,11,954,18,8,13,37.0,29.0,23.04,11.3
2026-06-13T08:08:00,PCI_2,1,394067402.0,30492085.0,1009,11,688,12,14,15,39.0,36.0,20.49,16.19
2026-06-13T08:08:00,PCI_3,2,502175850.0,28919375.0,1082,5,943,22,12,13,38.0,27.0,17.36,12.34
2026-06-13T08:08:00,PCI_4,2,374359932.0,27146547.0,1060,38,936,23,12,10,38.0,28.0,8.63,21.33
2026-06-13T08:08:00,PCI_5,2,318011706.0,25453062.0,1089,24,895,9,11,12,34.0,28.0,5.82,25.26
2026-06-13T08:08:00,PCI_6,2,286108482.0,29032449.0,1017,10,854,9,12,9,46.0,30.0,10.49,23.49
2026-06-13T08:08:00,PCI_7,2,345317564.0,22843804.0,1081,30,811,21,9,12,35.0,27.0,10.85,10.0
2026-06-13T08:08:00,PCI_8,2,353742838.0,21269879.0,1122,9,803,23,10,14,36.0,25.0,18.14,12.35
2026-06-13T08:08:00,PCI_9,3,30828991.0,19888021.0,1017,17,949,29,8,14,42.0,28.0,9.92,21.64
2026-06-13T08:08:00,PCI_10,3,25737533.0,10836023.0,1119,20,758,14,8,8,36.0,22.0,11.62,27.98
2026-06-13T08:08:00,PCI_11,1,19985974.0,17980793.0,1062,23,870,19,15,10,32.0,33.0,13.17,26.25
2026-06-13T08:08:00,PCI_12,2,27785475.0,15308192.0,944,28,848,4,10,9,47.0,31.0,9.96,18.88
2026-06-13T08:08:00,PCI_13,2,24910628.0,9428768.0,918,29,744,8,14,12,45.0,32.0,5.11,19.58
2026-06-13T08:08:00,PCI_14,2,23504880.0,12420963.0,1149,9,868,28,10,8,40.0,26.0,19.47,10.15
2026-06-13T08:08:00,PCI_15,2,22097600.0,10913202.0,923,9,796,23,15,13,41.0,34.0,19.65,17.94
2026-06-13T08:08:00,PCI_16,2,16196031.0,9302169.0,910,15,795,15,11,10,35.0,25.0,15.01,12.18
2026-06-13T08:09:00,PCI_1,2,466964755.0,29182274.0,1019,15,897,28,13,11,43.0,30.0,22.24,19.21
2026-06-13T08:09:00,PCI_2,2,435604053.0,22696495.0,1035,39,800,18,12,12,44.0,32.0,16.53,16.91
2026-06-13T08:09:00,PCI_3,3,489307322.0,33877560.0,898,13,800,10,13,15,38.0,34.0,15.14,26.06
2026-06-13T08:09:00,PCI_4,2,381839052.0,21425414.0,892,23,703,8,10,9,35.0,25.0,14.09,20.22
2026-06-13T08:09:00,PCI_5,3,423844262.0,27532000.0,1138,12,826,3,13,12,33.0,30.0,14.26,18.52
2026-06-13T08:09:00,PCI_6,2,505478363.0,26762847.0,1163,21,941,10,11,10,33.0,34.0,24.05,16.5
2026-06-13T08:09:00,PCI_7,2,454388815.0,23362835.0,1016,24,840,28,13,10,40.0,26.0,8.16,10.27
2026-06-13T08:09:00,PCI_8,2,373557223.0,29294157.0,952,6,802,7,14,9,38.0,34.0,14.63,24.97
2026-06-13T08:09:00,PCI_9,2,25258140.0,14120752.0,1123,34,749,10,13,8,34.0,33.0,8.96,27.57
2026-06-13T08:09:00,PCI_10,3,28768255.0,16543604.0,1064,20,735,3,15,14,38.0,27.0,7.45,13.55
2026-06-13T08:09:00,PCI_11,2,23839466.0,15012053.0,943,18,829,23,9,13,38.0,34.0,22.03,24.81
2026-06-13T08:09:00,PCI_12,2,23665949.0,12050556.0,1142,33,833,28,10,8,33.0,29.0,5.73,20.22
2026-06-13T08:09:00,PCI_13,1,28633093.0,10169631.0,1031,38,932,24,8,9,37.0,24.0,23.07,11.71
2026-06-13T08:09:00,PCI_14,2,26339446.0,11253324.0,921,19,714,8,12,10,36.0,28.0,15.26,26.68
2026-06-13T08:09:00,PCI_15,2,27554317.0,13752827.0,950,16,950,4,8,10,41.0,32.0,15.36,19.74
2026-06-13T08:09:00,PCI_16,2,18378276.0,12173097.0,950,38,805,18,11,8,36.0,26.0,9.49,25.38
2026-06-13T08:10:00,PCI_1,2,434011426.0,31142462.0,1166,16,845,28,11,10,37.0,25.0,17.74,10.92
2026-06-13T08:10:00,PCI_2,1,452311497.0,26111102.0,953,23,892,17,12,10,31.0,32.0,5.61,24.87
2026-06-13T08:10:00,PCI_3,3,375558630.0,32809849.0,978,31,851,28,15,15,40.0,29.0,15.59,13.14
2026-06-13T08:10:00,PCI_4,2,453655068.0,24973286.0,894,30,894,11,13,13,37.0,29.0,9.97,23.12
2026-06-13T08:10:00,PCI_5,2,409507988.0,28753331.0,877,29,752,14,15,15,39.0,30.0,15.57,12.31
2026-06-13T08:10:00,PCI_6,3,549652043.0,28352753.0,1158,18,854,15,12,12,43.0,36.0,10.14,15.21
2026-06-13T08:10:00,PCI_7,2,254762163.0,27090490.0,1191,7,727,24,10,13,39.0,27.0,20.68,17.91
2026-06-13T08:10:00,PCI_8,2,437421841.0,28077112.0,916,35,817,12,10,8,40.0,28.0,14.01,23.85
2026-06-13T08:10:00,PCI_9,2,32955825.0,15095947.0,1170,13,740,12,13,15,34.0,28.0,21.51,17.01
2026-06-13T08:10:00,PCI_10,2,30735888.0,11852370.0,947,17,710,28,8,11,40.0,26.0,11.18,15.33
2026-06-13T08:10:00,PCI_11,2,24186566.0,15425634.0,1126,31,731,5,11,12,35.0,28.0,23.7,16.33
2026-06-13T08:10:00,PCI_12,2,18560126.0,11383305.0,1100,11,919,14,14,12,40.0,33.0,19.7,21.19
2026-06-13T08:10:00,PCI_13,2,33603274.0,10239213.0,890,19,699,29,13,13,40.0,29.0,12.74,21.46
2026-06-13T08:10:00,PCI_14,1,20075474.0,12630159.0,1124,17,776,20,10,9,38.0,20.0,13.64,16.3
2026-06-13T08:10:00,PCI_15,2,20369025.0,9224224.0,1042,21,866,22,15,13,39.0,36.0,23.72,15.78
2026-06-13T08:10:00,PCI_16,2,29740551.0,15117119.0,1081,37,888,8,10,8,39.0,31.0,12.55,26.82
2026-06-13T08:11:00,PCI_1,1,408305404.0,31661161.0,939,12,879,6,11,10,41.0,26.0,9.91,26.3
2026-06-13T08:11:00,PCI_2,2,371740062.0,22630127.0,1067,8,862,28,12,12,43.0,37.0,22.35,22.47
2026-06-13T08:11:00,PCI_3,2,535292028.0,24837996.0,1044,6,970,23,10,12,39.0,36.0,9.22,26.0
2026-06-13T08:11:00,PCI_4,2,468342952.0,25439806.0,1030,25,967,27,15,11,48.0,24.0,18.42,12.29
2026-06-13T08:11:00,PCI_5,2,364639234.0,19638445.0,949,33,987,9,14,9,41.0,25.0,14.17,16.89
2026-06-13T08:11:00,PCI_6,2,516301001.0,23893494.0,1156,25,873,24,13,15,35.0,28.0,8.46,24.13
2026-06-13T08:11:00,PCI_7,2,419143512.0,25011763.0,1145,10,754,29,12,8,44.0,28.0,5.02,21.71
2026-06-13T08:11:00,PCI_8,2,453898874.0,34463072.0,1131,23,908,20,10,11,45.0,29.0,7.42,8.61
2026-06-13T08:11:00,PCI_9,2,26009178.0,13679107.0,923,28,781,21,13,8,31.0,29.0,21.36,21.52
2026-06-13T08:11:00,PCI_10,2,26961679.0,10386795.0,972,11,913,5,10,14,43.0,32.0,21.88,16.32
2026-06-13T08:11:00,PCI_11,2,28606455.0,11975225.0,964,11,833,11,10,15,45.0,26.0,10.89,19.62
2026-06-13T08:11:00,PCI_12,1,38176121.0,9803078.0,1163,22,972,26,11,15,40.0,37.0,8.0,21.06
2026-06-13T08:11:00,PCI_13,2,22056366.0,15752562.0,1140,10,833,14,15,8,35.0,33.0,10.91,13.95
2026-06-13T08:11:00,PCI_14,2,30093455.0,6437185.0,1012,10,693,23,9,12,35.0,39.0,18.17,13.09
2026-06-13T08:11:00,PCI_15,0,35580690.0,14476799.0,1149,33,863,26,15,14,35.0,36.0,7.11,20.39
2026-06-13T08:11:00,PCI_16,2,19468542.0,13507146.0,1034,23,744,3,9,13,40.0,24.0,17.32,8.07
2026-06-13T08:12:00,PCI_1,3,346921407.0,22454019.0,1028,15,832,4,10,10,43.0,26.0,21.11,22.21
2026-06-13T08:12:00,PCI_2,2,298764457.0,31165624.0,993,22,774,3,14,14,35.0,26.0,8.25,10.63
2026-06-13T08:12:00,PCI_3,2,365702677.0,33091817.0,1124,31,848,5,13,11,39.0,28.0,23.98,11.02
2026-06-13T08:12:00,PCI_4,2,424397935.0,24035683.0,917,36,882,24,12,10,36.0,27.0,13.53,24.49
2026-06-13T08:12:00,PCI_5,2,516655963.0,34191695.0,1099,6,747,28,10,13,44.0,32.0,19.68,13.41
2026-06-13T08:12:00,PCI_6,2,356634028.0,21062823.0,1113,37,785,10,13,9,40.0,30.0,17.0,20.67
2026-06-13T08:12:00,PCI_7,1,348545397.0,21834025.0,931,17,954,21,14,15,38.0,23.0,22.62,16.05
2026-06-13T08:12:00,PCI_8,2,483714839.0,21898775.0,1100,6,725,22,10,13,48.0,26.0,5.22,12.09
2026-06-13T08:12:00,PCI_9,2,27839278.0,14831277.0,1134,8,765,14,8,14,42.0,27.0,10.26,9.25
2026-06-13T08:12:00,PCI_10,2,24895810.0,15615089.0,902,23,762,8,9,14,44.0,34.0,15.76,9.24
2026-06-13T08:12:00,PCI_11,2,36181815.0,15558127.0,977,25,715,28,14,13,39.0,35.0,15.16,22.42
2026-06-13T08:12:00,PCI_12,2,24086682.0,18263236.0,1007,26,945,9,10,9,41.0,30.0,8.99,22.63
2026-06-13T08:12:00,PCI_13,2,36532592.0,10568031.0,982,5,805,3,9,9,35.0,21.0,5.48,22.32
2026-06-13T08:12:00,PCI_14,2,22366234.0,12408775.0,1173,6,717,27,11,14,34.0,21.0,15.83,22.56
2026-06-13T08:12:00,PCI_15,1,26382595.0,14257357.0,1135,23,743,8,13,9,38.0,28.0,22.01,16.75
2026-06-13T08:12:00,PCI_16,2,24953290.0,11587114.0,946,25,874,18,14,12,41.0,33.0,21.99,27.37
2026-06-13T08:13:00,PCI_1,2,529675714.0,22401138.0,882,30,922,14,12,11,35.0,29.0,14.87,19.13
2026-06-13T08:13:00,PCI_2,1,378598429.0,37418602.0,943,31,976,16,10,9,46.0,37.0,13.81,8.64
2026-06-13T08:13:00,PCI_3,2,423450512.0,32526067.0,954,20,700,24,13,15,39.0,32.0,18.9,8.94
2026-06-13T08:13:00,PCI_4,2,381157717.0,30237798.0,1012,26,819,5,12,9,39.0,31.0,16.2,17.5
2026-06-13T08:13:00,PCI_5,2,541863276.0,32208866.0,876,38,782,13,13,10,39.0,32.0,22.98,18.02
2026-06-13T08:13:00,PCI_6,2,450836083.0,30069685.0,1112,22,693,25,8,14,42.0,40.0,21.54,25.22
2026-06-13T08:13:00,PCI_7,1,481129094.0,16302625.0,1031,25,748,18,14,8,45.0,28.0,7.65,19.15
2026-06-13T08:13:00,PCI_8,2,311637902.0,22603498.0,969,38,956,3,14,10,42.0,25.0,10.8,26.84
2026-06-13T08:13:00,PCI_9,2,28291644.0,14006471.0,886,34,678,24,8,15,39.0,34.0,9.48,17.99
2026-06-13T08:13:00,PCI_10,2,37374987.0,11517906.0,1129,23,974,16,8,10,38.0,29.0,15.87,25.23
2026-06-13T08:13:00,PCI_11,3,23029971.0,13010394.0,991,9,816,21,12,15,39.0,27.0,5.19,23.08
2026-06-13T08:13:00,PCI_12,2,28615012.0,15431890.0,913,24,719,29,14,12,38.0,28.0,11.42,13.68
2026-06-13T08:13:00,PCI_13,2,29984426.0,12223748.0,872,36,861,18,12,11,40.0,24.0,5.87,8.58
2026-06-13T08:13:00,PCI_14,2,27172098.0,10932252.0,1121,30,758,4,8,14,39.0,20.0,21.82,14.22
2026-06-13T08:13:00,PCI_15,1,28909867.0,15440904.0,892,12,770,7,14,15,42.0,32.0,22.96,8.42
2026-06-13T08:13:00,PCI_16,2,25527178.0,13789463.0,1154,25,942,22,8,15,37.0,34.0,13.77,23.72
