"No.","Time","Source","Destination","Protocol","Length","Info"
"72","18.418567","10.0.0.1","10.0.0.10","HTTP/2","1443","21545  >  3259 Len=1401"
"73","18.585511","192.168.1.11","192.168.2.10","PFCP","1401","Heartbeat Request"
"74","19.01885","172.16.0.1","192.168.2.11","GTPv2","1336","Create Session Request"
"75","19.073327","172.16.0.1","10.1.0.11","PFCP","325","Session Establishment Request"
"76","19.123327","10.0.0.1","172.16.1.2","HTTP/2","1201","32367  >  59888 Len=1159"
"77","19.36541","10.0.0.1","10.0.0.11","PFCP","1420","Session Establishment Request"
"78","19.41541","10.1.0.2","10.0.0.11","RRC","82","MeasurementReport"
"79","19.601388","172.16.0.1","172.16.1.1","GTPv2","1008","Delete Session Request"
"80","19.71264","192.168.1.10","10.1.0.10","UDP","351","52942  >  56431 Len=309"
"81","19.76264","10.0.0.1","172.16.1.1","HTTP/2","1266","51737  >  55286 Len=1224"
"82","20.186017","192.168.1.11","10.1.0.10","ICMP","1095","Echo (ping) request"
"83","20.236017","172.16.0.1","10.0.0.10","NGAP","101","UEContextReleaseRequest"
"84","20.286017","10.0.0.1","10.0.0.11","GTPv2","539","Modify Bearer Request"
"85","20.336017","10.1.0.1","192.168.2.11","NGAP","146","NGSetupRequest"
"86","20.624636","172.16.0.2","192.168.2.10","UDP","117","59501  >  31778 Len=75"
"87","20.674636","10.0.0.1","10.1.0.11","NAS-5GS","1216","Registration Request"
"88","20.732812","10.0.0.2","10.1.0.10","GTPv2","1438","Create Session Request"
"89","20.883147","192.168.1.10","10.0.0.11","NAS-5GS","1375","Registration Accept"
"90","21.007559","10.0.0.1","172.16.1.2","PFCP","377","Heartbeat Request"
"91","21.057559","192.168.1.11","10.0.0.11","NGAP","61","HandoverRequest"
"92","21.107559","10.0.0.1","10.0.0.10","UDP","951","22166  >  9954 Len=909"
"93","21.159349","192.168.1.10","172.16.1.1","DNS","1059","Standard query response"
"94","21.209349","172.16.0.1","10.0.0.10","GTPv2","209","Delete Session Request"
"95","21.422416","172.16.0.1","10.0.0.10","HTTP/2","127","51209  >  58040 Len=85"
"96","22.543997","10.0.0.2","10.0.0.11","NAS-5GS","1195","PDU Session Establishment"
"97","22.733511","10.0.0.2","10.0.0.11","DNS","609","Standard query"
"98","22.848941","10.0.0.2","192.168.2.10","NGAP","967","InitialContextSetupRequest"
"99","22.898941","10.0.0.1","10.1.0.10","NGAP","450","InitialUEMessage"
"100","23.417869","10.0.0.2","10.1.0.10","NAS-5GS","1390","PDU Session Establishment"
"101","23.709585","172.16.0.1","10.0.0.10","ICMP","945","Echo (ping) request"
"102","23.998438","192.168.1.10","192.168.2.10","HTTP/2","251","4149  >  34885 Len=209"
"103","24.061097","10.0.0.2","192.168.2.10","PFCP","985","Session Establishment Request"
"104","24.27096","172.16.0.2","10.1.0.10","DNS","540","Standard query"
"105","24.346838","10.1.0.2","192.168.2.11","UDP","734","38145  >  17125 Len=692"
"106","24.508908","172.16.0.1","172.16.1.1","DNS","1002","Standard query response"
"107","25.20783","172.16.0.1","172.16.1.1","NGAP","108","InitialUEMessage"
"108","25.486402","10.0.0.1","172.16.1.2","RRC","1150","RRCReconfiguration"
"109","26.229879","172.16.0.1","172.16.1.2","UDP","1116","12296  >  17691 Len=1074"
"110","26.565651","172.16.0.1","10.0.0.11","PFCP","690","Session Establishment Request"
"111","26.69202","172.16.0.1","10.0.0.11","NAS-5GS","1309","Deregistration Request"
"112","26.74202","10.0.0.1","10.0.0.10","DNS","349","Standard query response"
"113","26.898962","192.168.1.10","192.168.2.10","UDP","1126","41958  >  51769 Len=1084"
"114","27.0294","10.1.0.1","192.168.2.10","DNS","121","Standard query"
"115","27.310355","10.0.0.1","172.16.1.1","NAS-5GS","1095","Authentication Response"
"116","27.417936","10.0.0.2","10.0.0.10","NGAP","760","UEContextReleaseRequest"
"117","27.646902","172.16.0.1","10.1.0.11","NGAP","538","UEContextReleaseRequest"
"118","27.73842","172.16.0.1","10.1.0.10","NAS-5GS","744","Authentication Response"
"119","27.91973","172.16.0.1","10.0.0.10","NAS-5GS","1453","Deregistration Request"
"120","27.96973","172.16.0.2","10.1.0.11","HTTP/2","1403","25131  >  42560 Len=1361"
"121","28.2965","10.1.0.2","10.0.0.11","PFCP","1216","Heartbeat Request"
"122","28.504992","192.168.1.11","192.168.2.10","NGAP","75","UEContextReleaseRequest"
"123","28.569193","172.16.0.1","10.0.0.10","DNS","569","Standard query response"
"124","29.139481","10.1.0.1","10.1.0.11","HTTP/2","206","44711  >  41176 Len=164"
"125","29.922535","10.1.0.1","10.0.0.10","GTPv2","837","Create Session Response"
"126","30.025223","10.1.0.2","192.168.2.11","NGAP","375","UEContextReleaseRequest"
"127","30.164611","10.1.0.2","172.16.1.1","UDP","150","59306  >  55046 Len=108"
"128","30.265353","172.16.0.1","192.168.2.11","ICMP","412","Destination unreachable"
"129","30.483635","192.168.1.11","10.0.0.11","HTTP/2","894","36443  >  38740 Len=852"
"130","31.204446","10.1.0.1","172.16.1.1","ICMP","504","Destination unreachable"
"131","31.374175","192.168.1.11","192.168.2.11","HTTP/2","939","48752  >  33985 Len=897"
"132","32.898436","172.16.0.1","172.16.1.1","NGAP","782","UEContextReleaseRequest"
"133","32.985661","10.1.0.1","10.0.0.10","PFCP","1048","Session Deletion Request"
"134","33.362019","172.16.0.1","10.0.0.11","NAS-5GS","152","Authentication Request"
"135","33.507287","172.16.0.2","192.168.2.11","NGAP","316","PathSwitchRequest"
"136","33.795024","192.168.1.11","192.168.2.10","PFCP","919","Session Modification Request"
"137","33.848949","10.1.0.2","192.168.2.11","PFCP","819","Heartbeat Request"
"138","33.898949","172.16.0.1","192.168.2.11","GTPv2","1411","Create Session Request"
"139","34.126892","172.16.0.1","172.16.1.1","NGAP","424","HandoverRequest"
"140","34.194287","172.16.0.1","10.0.0.11","HTTP/2","915","47496  >  63140 Len=873"
"141","35.009583","172.16.0.1","10.0.0.11","NGAP","683","UEContextReleaseRequest"
"142","35.709205","192.168.1.10","10.0.0.11","HTTP/2","630","11982  >  49934 Len=588"
"143","35.759205","10.0.0.1","10.1.0.10","HTTP/2","489","31305  >  21697 Len=447"
"144","36.274867","10.1.0.2","10.0.0.10","DNS","1305","Standard query response"
"145","36.72626","10.0.0.2","172.16.1.2","ICMP","290","Echo (ping) request"
"146","36.77626","10.0.0.1","10.0.0.10","HTTP/2","660","8151  >  13606 Len=618"
"147","36.873066","172.16.0.2","172.16.1.1","DNS","1244","Standard query response"
"148","37.189846","10.1.0.1","172.16.1.1","HTTP/2","64","27937  >  25477 Len=22"
"149","37.450584","172.16.0.1","192.168.2.10","HTTP/2","674","20646  >  19195 Len=632"
"150","37.555006","10.0.0.2","10.0.0.10","NAS-5GS","1302","Authentication Request"
"151","37.605006","10.1.0.1","192.168.2.11","ICMP","415","Destination unreachable"
"152","37.848373","172.16.0.2","10.1.0.10","NGAP","1338","NGSetupRequest"
"153","37.898373","172.16.0.1","10.0.0.11","HTTP/2","396","23807  >  24817 Len=354"
"154","38.140503","10.0.0.1","10.0.0.11","NAS-5GS","1296","Registration Request"
"155","38.525079","10.0.0.1","10.1.0.11","NAS-5GS","1489","Deregistration Request"
"156","39.020373","192.168.1.11","10.0.0.11","GTPv2","1308","Delete Session Request"
"157","39.406771","10.0.0.2","172.16.1.2","DNS","101","Standard query response"
"158","39.488199","10.0.0.2","10.0.0.10","NAS-5GS","458","PDU Session Establishment"
"159","39.539994","10.1.0.2","172.16.1.2","HTTP/2","767","53840  >  42299 Len=725"
"160","39.774532","192.168.1.11","10.1.0.11","PFCP","1457","Heartbeat Request"
"161","39.833472","10.0.0.2","172.16.1.1","HTTP/2","1038","41090  >  51475 Len=996"
"162","39.936712","10.0.0.2","192.168.2.10","GTPv2","1104","Create Session Response"
"163","40.518144","172.16.0.1","192.168.2.11","NAS-5GS","1171","Authentication Response"
"164","40.571531","192.168.1.10","172.16.1.2","HTTP/2","942","47071  >  22789 Len=900"
"165","40.639451","10.1.0.1","10.0.0.10","NGAP","1028","UEContextReleaseRequest"
"166","41.043104","10.1.0.1","10.1.0.11","DNS","318","Standard query response"
"167","42.056903","172.16.0.1","10.1.0.11","DNS","347","Standard query response"
"168","42.134526","192.168.1.11","10.1.0.11","DNS","1387","Standard query"
"169","42.51961","10.1.0.2","10.1.0.10","PFCP","1497","Session Modification Request"
"170","42.56961","10.0.0.1","192.168.2.11","RRC","911","RRCSetupComplete"
"171","43.292007","192.168.1.11","192.168.2.11","HTTP/2","1162","38729  >  49063 Len=1120"
"172","43.449842","10.0.0.1","10.0.0.10","DNS","1143","Standard query"
"173","43.499842","172.16.0.1","10.1.0.10","DNS","686","Standard query"
"174","43.604333","192.168.1.11","10.1.0.11","DNS","1474","Standard query response"
"175","43.907838","10.1.0.1","10.1.0.10","HTTP/2","445","39721  >  20013 Len=403"
"176","44.110933","10.0.0.1","10.0.0.10","NGAP","1295","NGSetupRequest"
"177","44.205497","192.168.1.10","192.168.2.10","DNS","83","Standard query response"
"178","44.863976","172.16.0.1","10.1.0.10","NAS-5GS","735","Authentication Response"
"179","45.085626","10.0.0.2","172.16.1.2","PFCP","1076","Heartbeat Request"
"180","45.167659","192.168.1.10","10.0.0.11","PFCP","970","Session Deletion Request"
"181","45.217659","172.16.0.2","10.0.0.11","PFCP","1459","Heartbeat Request"
"182","45.588556","172.16.0.2","10.1.0.11","PFCP","1010","Session Establishment Request"
"183","45.707674","10.0.0.2","192.168.2.10","DNS","545","Standard query"
"184","46.375423","10.0.0.2","172.16.1.1","NAS-5GS","479","Registration Request"
"185","46.527582","192.168.1.11","172.16.1.1","UDP","1170","2288  >  27989 Len=1128"
"186","46.819323","192.168.1.10","10.0.0.10","GTPv2","571","Create Session Request"
"187","46.879791","10.1.0.2","10.0.0.11","PFCP","89","Session Modification Request"
"188","47.01947","192.168.1.11","192.168.2.11","NAS-5GS","74","Registration Request"
"189","47.642577","172.16.0.2","192.168.2.11","HTTP/2","1179","17095  >  41445 Len=1137"
"190","47.776376","192.168.1.10","10.1.0.10","HTTP/2","1438","37237  >  37437 Len=1396"
"191","48.755093","10.0.0.2","192.168.2.11","GTPv2","388","Create Session Request"
"192","48.808351","192.168.1.11","172.16.1.1","PFCP","1305","Session Establishment Request"
"193","49.156197","172.16.0.1","192.168.2.11","PFCP","697","Session Deletion Request"
"194","49.335726","10.0.0.1","10.1.0.10","GTPv2","56","Modify Bearer Request"
"195","49.385726","10.0.0.2","172.16.1.2","NGAP","54","PathSwitchRequest"
"196","49.446372","10.1.0.2","10.1.0.10","PFCP","338","Heartbeat Request"
"197","49.701065","192.168.1.10","172.16.1.2","NGAP","502","InitialUEMessage"
"198","50.003864","192.168.1.10","10.1.0.11","NGAP","705","InitialUEMessage"
"199","50.176207","10.1.0.2","10.0.0.10","DNS","633","Standard query"
"200","50.762113","10.1.0.2","192.168.2.10","GTPv2","1489","Delete Session Request"
"201","50.85362","172.16.0.1","172.16.1.2","NGAP","279","NGSetupRequest"
"202","51.304872","172.16.0.1","192.168.2.11","HTTP/2","832","37694  >  54309 Len=790"
"203","52.231902","10.1.0.2","10.1.0.10","NAS-5GS","534","Authentication Response"
"204","52.647018","10.1.0.2","192.168.2.10","HTTP/2","678","53173  >  64911 Len=636"
"205","52.697018","10.1.0.2","192.168.2.11","ICMP","813","Echo (ping) request"
"206","52.809021","172.16.0.1","10.1.0.11","GTPv2","529","Modify Bearer Request"
"207","52.865191","10.1.0.2","172.16.1.1","HTTP/2","455","39746  >  20488 Len=413"
"208","52.915191","10.1.0.1","192.168.2.10","PFCP","954","Session Deletion Request"
"209","53.264215","192.168.1.10","10.1.0.11","PFCP","887","Session Establishment Request"
"210","53.655003","10.1.0.2","10.1.0.11","ICMP","869","Destination unreachable"
"211","53.705003","10.0.0.1","192.168.2.11","HTTP/2","1332","44990  >  12028 Len=1290"
"212","53.755003","192.168.1.11","192.168.2.10","HTTP/2","774","51104  >  34839 Len=732"
"213","53.805003","10.1.0.2","172.16.1.2","NAS-5GS","642","Registration Accept"
"214","53.958624","10.0.0.2","192.168.2.11","NAS-5GS","1077","PDU Session Establishment"
"215","54.137617","172.16.0.2","10.1.0.10","GTPv2","779","Create Session Request"
"216","54.210058","10.0.0.2","172.16.1.2","HTTP/2","386","6133  >  29836 Len=344"
"217","54.786606","10.1.0.2","172.16.1.1","GTPv2","994","Create Session Request"
"218","54.836606","10.1.0.2","10.1.0.10","PFCP","602","Session Deletion Request"
"219","54.916086","192.168.1.11","172.16.1.2","PFCP","1440","Session Deletion Request"
"220","55.030853","192.168.1.10","192.168.2.10","UDP","403","6678  >  49483 Len=361"
"221","55.080853","10.1.0.1","10.0.0.11","ICMP","620","Echo (ping) reply"
"222","55.200684","10.0.0.1","10.1.0.10","GTPv2","311","Create Session Request"
"223","55.250684","192.168.1.11","192.168.2.10","NGAP","1428","PathSwitchRequest"
"224","55.790233","172.16.0.1","172.16.1.2","DNS","977","Standard query response"
"225","55.926307","10.0.0.1","10.1.0.10","GTPv2","1375","Create Session Request"
"226","56.225611","172.16.0.1","10.1.0.10","HTTP/2","1348","29814  >  20121 Len=1306"
"227","56.42053","10.0.0.2","192.168.2.11","NGAP","1319","UEContextReleaseRequest"
"228","56.8986","192.168.1.10","10.0.0.11","HTTP/2","1362","28672  >  53756 Len=1320"
"229","57.060272","192.168.1.10","192.168.2.11","NGAP","1415","UEContextReleaseRequest"
"230","57.382683","10.0.0.1","192.168.2.11","PFCP","1335","Session Modification Request"
"231","57.432683","10.1.0.2","10.0.0.10","NGAP","1352","HandoverRequest"
"232","57.482683","10.0.0.2","192.168.2.10","HTTP/2","99","11853  >  42172 Len=57"
"233","57.548115","192.168.1.11","10.0.0.11","NAS-5GS","1456","Authentication Response"
"234","57.659753","10.0.0.1","10.1.0.10","HTTP/2","586","36516  >  25616 Len=544"
"235","57.952596","192.168.1.11","192.168.2.10","HTTP/2","1396","58201  >  64317 Len=1354"
"236","58.002596","10.0.0.1","10.0.0.10","NGAP","102","HandoverRequest"
"237","58.252649","172.16.0.2","192.168.2.11","NGAP","632","InitialUEMessage"
"238","58.560648","10.0.0.2","172.16.1.2","NGAP","1383","PathSwitchRequest"
"239","58.698139","10.0.0.2","10.1.0.10","UDP","1332","11395  >  19936 Len=1290"
"240","58.774299","192.168.1.11","192.168.2.11","ICMP","1110","Echo (ping) reply"
"241","59.240608","10.0.0.2","192.168.2.10","UDP","316","12750  >  62296 Len=274"
"242","59.290608","10.1.0.2","10.0.0.11","PFCP","503","Session Establishment Request"
"243","59.445254","192.168.1.11","172.16.1.1","UDP","559","19951  >  47309 Len=517"
"244","59.969696","192.168.1.11","10.1.0.11","NAS-5GS","1252","Registration Request"
"245","60.322304","10.0.0.1","10.0.0.10","HTTP/2","1323","33259  >  33074 Len=1281"
"246","60.539404","172.16.0.2","10.1.0.10","UDP","268","4650  >  1449 Len=226"
"247","60.589404","192.168.1.11","172.16.1.2","NGAP","386","UEContextReleaseRequest"
"248","61.15936","192.168.1.11","192.168.2.11","HTTP/2","1268","49221  >  64561 Len=1226"
"249","61.290891","192.168.1.11","192.168.2.10","GTPv2","557","Modify Bearer Request"
"250","61.340891","10.1.0.2","192.168.2.11","NGAP","651","InitialContextSetupRequest"
"251","61.390891","10.1.0.2","10.0.0.11","DNS","1146","Standard query response"
"252","61.492384","10.1.0.1","192.168.2.11","UDP","1292","20139  >  2918 Len=1250"
"253","61.615718","10.1.0.1","192.168.2.11","PFCP","775","Session Deletion Request"
"254","61.718688","10.0.0.2","172.16.1.2","DNS","1223","Standard query response"
"255","62.302872","10.0.0.1","10.1.0.10","DNS","483","Standard query response"
"256","62.441787","10.1.0.2","172.16.1.2","NAS-5GS","679","Authentication Request"
"257","62.667909","172.16.0.2","10.1.0.10","UDP","143","16310  >  14655 Len=101"
"258","63.089151","10.0.0.1","192.168.2.11","NAS-5GS","143","PDU Session Establishment"
"259","63.214371","172.16.0.1","192.168.2.10","GTPv2","200","Create Session Response"
"260","63.389763","192.168.1.10","192.168.2.10","PFCP","538","Session Modification Request"
"261","63.439763","10.1.0.1","10.1.0.11","NAS-5GS","768","Registration Request"
"262","63.551064","10.0.0.2","10.1.0.11","NAS-5GS","1213","Registration Request"
"263","63.760009","10.1.0.2","10.1.0.11","GTPv2","624","Modify Bearer Request"
"264","63.932006","10.1.0.1","10.1.0.10","GTPv2","569","Create Session Response"
"265","64.417924","10.0.0.2","10.1.0.11","HTTP/2","145","55065  >  59451 Len=103"
"266","64.520732","172.16.0.2","10.0.0.11","NAS-5GS","1306","Deregistration Request"
"267","64.570732","10.1.0.1","192.168.2.11","DNS","940","Standard query response"
"268","64.877113","10.1.0.2","192.168.2.11","NAS-5GS","661","Authentication Request"
"269","65.130355","172.16.0.2","172.16.1.1","NAS-5GS","1248","PDU Session Establishment"
"270","65.510309","192.168.1.11","10.1.0.10","PFCP","1165","Session Modification Request"
"271","65.560309","10.0.0.2","10.0.0.10","HTTP/2","1285","1115  >  32114 Len=1243"
"272","65.707592","10.0.0.1","10.1.0.10","GTPv2","1037","Modify Bearer Request"
"273","65.783606","10.1.0.2","172.16.1.1","GTPv2","914","Create Session Request"
"274","66.168515","172.16.0.1","10.1.0.11","DNS","1273","Standard query response"
"275","67.237099","172.16.0.2","172.16.1.1","GTPv2","1104","Create Session Request"
"276","67.634083","10.0.0.2","10.0.0.10","UDP","807","21122  >  4364 Len=765"
"277","67.684412","192.168.1.11","10.1.0.10","NAS-5GS","881","Authentication Response"
"278","68.150552","192.168.1.10","10.0.0.10","PFCP","1099","Session Modification Request"
"279","68.200552","172.16.0.1","192.168.2.11","PFCP","655","Session Establishment Request"
"280","68.899795","192.168.1.10","10.0.0.11","HTTP/2","1316","26446  >  43678 Len=1274"
"281","68.949795","10.0.0.1","192.168.2.11","UDP","1028","21310  >  51319 Len=986"
"282","69.244308","10.0.0.1","172.16.1.2","UDP","62","4775  >  3736 Len=20"
"283","69.481217","10.0.0.2","172.16.1.2","NGAP","811","UEContextReleaseRequest"
"284","69.988578","10.1.0.1","192.168.2.10","NAS-5GS","1197","Registration Request"
"285","70.038578","10.1.0.2","192.168.2.10","DNS","697","Standard query"
"286","70.923222","192.168.1.11","10.1.0.10","NAS-5GS","429","Registration Request"
"287","70.973222","10.0.0.1","192.168.2.10","UDP","1217","17057  >  24552 Len=1175"
"288","71.390872","192.168.1.11","10.0.0.11","UDP","191","1936  >  55511 Len=149"
"289","71.546994","172.16.0.1","172.16.1.2","NAS-5GS","759","Authentication Request"
"290","71.659091","10.0.0.2","10.0.0.11","HTTP/2","450","40483  >  51396 Len=408"
"291","71.711581","172.16.0.1","192.168.2.11","HTTP/2","1202","30102  >  39597 Len=1160"
"292","71.78003","10.1.0.1","172.16.1.2","HTTP/2","980","23739  >  19147 Len=938"
"293","71.994153","192.168.1.11","10.0.0.11","DNS","1377","Standard query"
"294","72.267121","192.168.1.10","172.16.1.2","NAS-5GS","126","Authentication Response"
"295","72.317121","192.168.1.11","10.0.0.11","PFCP","679","Session Modification Request"
"296","72.532826","192.168.1.10","192.168.2.11","DNS","292","Standard query response"
"297","72.582826","10.1.0.2","172.16.1.1","PFCP","826","Session Modification Request"
"298","73.031595","10.1.0.2","172.16.1.1","RRC","1076","RRCRelease"
"299","73.138025","192.168.1.10","10.1.0.11","GTPv2","499","Create Session Response"
"300","73.188025","10.1.0.1","10.1.0.11","DNS","183","Standard query response"
"301","73.824685","10.0.0.2","10.0.0.11","DNS","753","Standard query response"
"302","74.353536","10.1.0.1","10.0.0.10","NGAP","429","HandoverRequest"
"303","75.034513","10.1.0.2","10.1.0.10","UDP","1278","26777  >  48683 Len=1236"
"304","75.345261","10.0.0.2","10.1.0.11","DNS","1438","Standard query"
"305","75.424583","10.1.0.2","192.168.2.10","GTPv2","588","Delete Session Request"
"306","75.474583","10.1.0.1","172.16.1.1","NAS-5GS","598","Registration Request"
"307","76.041242","172.16.0.2","10.0.0.11","DNS","388","Standard query response"
"308","76.115696","192.168.1.11","192.168.2.10","NAS-5GS","621","Authentication Request"
"309","76.320713","10.0.0.2","192.168.2.11","DNS","466","Standard query"
"310","76.446688","192.168.1.10","10.1.0.10","NAS-5GS","991","Authentication Request"
"311","76.509543","172.16.0.1","192.168.2.10","NAS-5GS","792","Authentication Response"
"312","76.59914","10.0.0.1","172.16.1.2","NAS-5GS","131","Authentication Response"
"313","76.731237","10.1.0.1","172.16.1.1","HTTP/2","527","29347  >  10081 Len=485"
"314","76.966216","172.16.0.1","10.0.0.10","ICMP","125","Echo (ping) reply"
"315","77.016216","10.0.0.2","10.1.0.10","UDP","1181","7353  >  12058 Len=1139"
"316","77.166123","192.168.1.11","192.168.2.10","NGAP","515","NGSetupRequest"
"317","77.216123","10.1.0.2","172.16.1.2","DNS","1139","Standard query response"
"318","77.430983","192.168.1.11","10.1.0.10","GTPv2","558","Create Session Request"
"319","77.480983","192.168.1.11","192.168.2.11","NAS-5GS","232","Authentication Request"
"320","77.782127","192.168.1.11","172.16.1.1","PFCP","740","Session Deletion Request"
"321","78.016273","172.16.0.1","10.0.0.11","PFCP","1152","Session Deletion Request"
"322","78.284748","192.168.1.11","192.168.2.11","NGAP","1422","NGSetupRequest"
"323","79.285422","10.1.0.2","10.1.0.10","DNS","1299","Standard query response"
"324","79.406442","10.0.0.1","10.0.0.10","NGAP","446","HandoverRequest"
"325","79.494728","10.1.0.1","10.0.0.11","PFCP","968","Session Establishment Request"
"326","79.544728","10.1.0.1","10.1.0.11","NGAP","1045","UEContextReleaseRequest"
"327","80.146767","10.0.0.1","172.16.1.1","NGAP","885","PathSwitchRequest"
"328","80.307988","172.16.0.1","10.0.0.11","HTTP/2","1383","13214  >  2950 Len=1341"
